text,terms,lab_sim
i really liked the noodle dishes at rice avenue compared to their green curry dish.,"[('noodle dishes', None)]",0.6745498
"but for whatever reason, prices are about twice as high.","[('price', None)]",0.23250878
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.,"[('service', None), ('pricey side', None), ('food', None)]",0.6110599
"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!","[('rock shrimp tempura', None)]",0.5986606
the staff was knowledgeable and full of personality.,"[('staff', None)]",0.2618232
great staff.,"[('staff', None)]",0.39089862
"to finish off such a delightful dinner experience you must have dessert, especially the white chocolate bread pudding with gelato and hot chocolate.","[('hot chocolate', None), ('white chocolate bread pudding', None), ('gelati', None)]",0.33142623
the banana tower is an amazing dessert as well.,"[('banana tower', None)]",0.5038411
"excellent atmosphere, delicious dishes good and friendly service.","[('atmosphere', None), ('dishes', None), ('service', None)]",0.74213934
"great vibe, lots of people.","[('people', None), ('vibe', None)]",0.35697663
"i like mamoun's food as well, but side by side, kati rolls just produce tastier food hands down.","[('kati rolls', None)]",0.48481724
"the service is a bit slow, but harkens back to my years growing up in napoli, italy where things are not rushed and when you sit down for dinner the table is yours all night.","[('service', None)]",0.5804419
but that wasn't the icing on the cake: a tiramisu that resembled nothing i have ever had.,"[('tiramisu', None)]",0.30113745
great food and the prices are very reasonable.,"[('prices', None), ('price', None), ('food', None)]",0.7200073
wine list is not huge but def well selected.,"[('wine list', None)]",0.30919042
"a cool bar with great food, and tons of excellent beer.","[('beer', None), ('bar', None), ('food', None)]",0.59203327
the ambience is authentic and relaxing and we have always received attentive and prompt service.,"[('service', None), ('ambience', None)]",0.4340403
but the pizza is way to expensive.,"[('pizza', None)]",0.4997919
"service was decent, but not as smooth as i would expect from a place with these prices and reputation.","[('service', None), ('price', None)]",0.48330122
"great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.","[('service', None), ('food', None), ('nonsense service', None)]",0.6916408
my chow fun and chow see was really bland and oily.,"[('chow fun', None), ('chow', None)]",0.4163892
"even though i made the reservation at 3pm for the same night through dinnerbroker, we were seated at a table with one of the best view!","[('view', None)]",0.57929283
"i didn't take a look at the rest menu, but the oysters were fantastic.","[('oysters', None)]",0.6248588
the grilled cheese at home afterwards was better.!!,"[('grilled cheese', None)]",0.5661333
the red sliding doors may be unique but they do not block off the cold air from the outside.,"[('red sliding doors', None)]",0.09517372
"great service, great food.","[('service', None), ('food', None)]",0.6656564
"the food is expensive, but worth every bite.","[('price', None), ('food', None)]",0.61939794
"sometimes i get bad food and bad service, sometimes i get good good and bad service.","[('service', None), ('food', None)]",0.44861743
in summer-eat outside on a terrace (another great feature of suan)!!!,"[('feature', None), ('suan', None)]",0.49055392
"it's the perfect restaurant for ny life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...","[('food', None), ('design', None), ('drinks', None)]",0.6117056
"recommendations, of course, are required!","[('recommendations', None)]",0.29177585
we did have to wait at the bar for approx.,"[('bar', None)]",0.34767348
you fellas above says its the best taiwanese restaurant in town.,"[('taiwanese restaurant', None)]",0.56586665
"good, fast service.","[('service', None)]",0.4102648
dakshin is one of the few affordable and tasty indian restaurant in the upper east side.,"[('dakshin', None)]",0.49030042
"to dine at thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside.","[('thalia', None)]",0.49857324
"i was in love with pongsri on 48th, but compared to suan it is slow in service and overpriced.","[('service', None)]",0.34500548
love the jazz bands on fri and sat.,"[('jazz bands', None)]",0.35687968
the service was ok.,"[('service', None)]",0.4195013
"when asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not mcdonald's, every place makes things differently while it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.","[(""mcdonald's"", None)]",0.47238588
"the staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!","[('ambiance', None), ('staff', None)]",0.57467186
"the food was delicious (i had a halibut special, my husband had steak), and the service was top-notch.","[('service', None), ('food', None)]",0.71990746
it's the only place you can get yummy authentic japanese comfort food.,"[('japanese comfort food', None)]",0.5669613
we took advanatage of the half price sushi deal on saturday so it was well worth it.,"[('half price sushi', None)]",0.46338558
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,"[('saturday night', None)]",0.3423546
"this place is cool enough to be in the east village, but french enough to make you feel like you could be in a bistro in a back alley in paris.","[('paris', None)]",0.41616666
"the staff are attentive, and have smiles on their faces.","[('staff', None)]",0.26937893
this is the best shabu-shabu restaurant in the try-state area.,"[('shabu-shabu', None)]",0.5548678
"largest and freshest pieces of sushi, and delicious!","[('pieces of sushi', None), ('sushi', None), ('largest', None)]",0.52707034
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.","[('dumplings', None), ('options', None)]",0.50553876
"maybe i say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.","[('deli food', None)]",0.49480575
"when he's not making authentic neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.","[('neapolitan pizza', None)]",0.3770866
wait staff is blantently unappreciative of your business but its the best pie on the uws!,"[('wait staff', None)]",0.4089231
fish is so very fresh.,"[('fish', None)]",0.4239433
the prices were cheap compared to the quality of service and food.,"[('service', None), ('quality service', None), ('price', None)]",0.5422248
"top spot in town for vietnamese classics, better than places that cost a lot more.","[('vietnamese classics', None)]",0.4193296
less wait time for me!,"[('wait time', None)]",0.2109667
"the decor is really blah, and not at all hip or happening.","[('decor', None)]",0.32240206
"having discovered ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.","[(""ping's"", None)]",0.24637398
you cannot go wrong at the red eye grill.,"[('red eye grill', None)]",0.3934024
"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.","[(""fornino's"", None)]",0.5498814
the lobster sandwich is good and the spaghetti with scallops and shrimp is great.,"[('scallops', None), ('lobster sandwich', None), ('shrimp', None), ('spaghetti', None)]",0.5628692
the food was authentic.,"[('food', None)]",0.6338617
the dim sum is delectable while the prices are quite easy on the wallet.,"[('dim sum', None), ('price', None)]",0.24570052
the worst excuse for japanese food i've ever encountered.,"[('japanese food', None)]",0.4858881
okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,"[('oily', None)]",0.5118423
i ordered a chicken teriyaki dish and found that the chicken was extremely dry.,"[('teriyaki', None)]",0.4100606
if you want something really different than try jekyll and hyde.,"[('jekyll', None)]",0.2697614
we had pam's special fried fish and it was amazing.,"[('pam', None)]",0.56179523
there is no excuse for such lousy service!,"[('service', None)]",0.3132576
my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque.,"[('chowder', None)]",0.5127461
i had the duck breast special on my last visit and it was incredible.,"[('duck breast', None)]",0.45989966
i must say it's a little pricey for the food because it was not as spectacular as the view.,"[('food', None), ('pricey', None), ('view', None)]",0.6837189
no gimmicks here -- the food speaks for itself in its freshness and preparation.,"[('preparation', None), ('food', None), ('gimmicks', None)]",0.60994744
my wife had the fried shrimp which are huge and loved it.,"[('fried shrimp', None)]",0.5568615
the service is awful--the last time i was there (and i do mean the last time) we were told that they needed our table so we would have to leave.,"[('service', None)]",0.48201072
i've been eating at taj mahal for over twenty years and have found them to be the most excellent of the indian eateries on this block of indian restaurants.,"[('taj mahal', None)]",0.5317507
try the green curry!!!,"[('green curry', None)]",0.42770034
we had the scallops as an appetizer and they were delicious and the sauce was wonderful.,"[('scallops', None), ('sauce', None)]",0.519598
we were also seated promptly at the time of our reservation and the service was very quick and professional.,"[('service', None)]",0.43670174
"you rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.","[('currys', None)]",0.46670145
the food there are sastifying.,"[('sastifying', None)]",0.54122543
the bar is very well stocked with interesting beers and well priced wines.,"[('wines', None), ('bar', None), ('beers', None)]",0.5185459
the food was good.,"[('food', None)]",0.7103039
"great wine selection, gigondas is worth the price, and the house champagne is a great value.","[('wine selection', None), ('price', None), ('gigondas', None)]",0.43627185
it just wasn't thai.,"[('thai', None)]",0.24201976
i particularly love their yellowfun tuna and their mussel selection.,"[('tuna', None), ('mussel selection', None)]",0.49440068
cheese plate is a varied delight and great bargain at $10.,"[('cheese plate', None)]",0.5246647
"when we sat, we got great and fast service.","[('service', None)]",0.53753453
"most of the servers are very attentive, friendly and quite attractive.","[('servers', None)]",0.46073768
service is average.,"[('service', None)]",0.38656032
"the steak is good, the fish is good and the sushi was surprisingly great.","[('steak', None), ('fish', None), ('sushi', None)]",0.63745695
"for asian fusion, there are many places further downtown.","[('asian fusion', None)]",0.2526371
"the service was poor, restaurant poorly lit, staff not very attentive and i would have rather eaten at a mcdonald's than this joint.","[('service', None)]",0.5919854
we ended the dinner with a surprisingly light and flaky apple tarte tatin.,"[('apple tarte tatin', None)]",0.49367818
the buffet had a nice selection.,"[('buffet', None), ('selection', None)]",0.6517698
waitstaff are very friendly.,"[('waitstaff', None)]",0.45356643
"once you step into cosette, you're miraculously in a small, off-the-beaten path parisian bistro.","[('parisian bistro', None)]",0.329825
terrible experience.,"[('experience', None)]",0.35519347
service was slow had to wait to order and get food although not crowded.,"[('service', None)]",0.5176256
"the food was below average, the service was pathetic, there was no ambience at all.","[('service', None), ('food', None)]",0.5231619
service was efficient courteous.,"[('service', None)]",0.4113157
i have been urged by friends for months to check out the mermaid inn.,"[('mermaid inn', None)]",0.4303573
the miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,"[('fish', None), ('miso soup', None)]",0.35856885
they are the best bagels i've had.,"[('bagels', None)]",0.5393856
"toons has recently been redone, so it's now a very attractive space.","[('toons', None)]",0.25662085
"while the prices are nothing special, the portions are huge.","[('portions', None), ('price', None)]",0.5196403
"however, i think this place is a good hang out spot.","[('hang out spot', None)]",0.45069805
"the menu is prix fixe, so be prepared to spend at least $60 per person, but it is well worth itsuperb food.","[('menu', None), ('price fixe', None)]",0.5790988
"rao is a good restaurant, but it's nothing special.","[('rao', None)]",0.6278444
we had the most wonderful waitress.,"[('waitress', None)]",0.54191744
"while the staff at this little bistro is very friendly, i have never experienced more incompetency.","[('bistro', None), ('staff', None)]",0.3685444
the quail was fantastic and unique and the pastas were full of flavor.,"[('pastas', None), ('quail', None)]",0.5654587
the staff is courteous and friendly.,"[('staff', None)]",0.33557078
decor is nice though service can be spotty.,"[('service', None)]",0.47247434
"aside from the rushed service, we were very impressed with the food and the drinks.","[('service', None), ('drinks', None), ('food', None)]",0.70637333
i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar.,"[('value for your dollar', None), ('indian dining experience', None)]",0.6191794
and even with it's pub atmosphere they were great to my kids too!,"[('pub atmosphere', None)]",0.4249035
i consider the best grand sichuan restaurant in nyc.,"[('grand sichuan', None)]",0.57744825
the specials are usually quite good too.,"[('specials', None)]",0.45373163
try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,"[('dulce de leche gelato', None)]",0.36127275
really cool stauff inside.,"[('stauff', None)]",0.29078442
"while the new restaurant still features much of the same classical furniture that made tiffin so attractive, the menu has been overhauled.","[('tiffin', None)]",0.5008054
"the blond wood decor is very soothing, the premium sake is excellent and the service is great.","[('service', None), ('blond wood decor', None)]",0.51184875
there is usually a wait but it is well worth it.,"[('wait', None)]",0.17334984
"the wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).","[('wait staff', None)]",0.43252206
"of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?","[('bagel', None), ('atmosphere', None)]",0.46173722
service was very good and warm.,"[('service', None)]",0.59098876
cornelia street looks like a broadway set for west side story and the inside of po is so cool quaint you really can't top the setting for a romantic dinner in nyc.,"[('broadway', None)]",0.3600187
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went.,"[('food', None), ('view', None)]",0.5514635
"also, because it is so thin, it gets cold very quickly and its not that filling.","[('filling', None)]",0.25949627
try the pad se-ew or chicken with cashew nuts for a memorable and repeatable experience.,"[('chicken', None), ('pad se-ew', None), ('pad ew', None)]",0.43495974
it's just o.k. pizza.,"[('o.k. pizza', None)]",0.4566605
"the food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, i thought it was just annoying.","[('atmosphere', None), ('food', None), ('ambience', None)]",0.6617004
"the service was a bit slow, but they were very friendly.","[('service', None)]",0.4874273
"leon is an east village gem: casual but hip, with well prepared basic french bistro fare, good specials, a warm and lively atmosphere.","[('leon', None)]",0.3634461
the food is above average for midtown and sligtly better than some of the other heartland breweries in the city.,"[('midtown', None)]",0.5291421
thius is a must for anyone who loves shabu-shabu.,"[('shabu-shabu', None)]",0.21909335
the food was absolutely horrible!,"[('food', None)]",0.6264071
food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.,"[('turnover', None), ('food', None)]",0.42940056
warning: you may find it difficult to dine at other japanese restaurants after a visit to mizu!,"[('mizu', None)]",0.48216832
"the crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.","[('crackling calamari', None), ('calamari salad', None)]",0.48770687
the thai ice tea was amazingly smooth and yummy!,"[('thai ice tea', None)]",0.47678742
we've never had any problems with the staff but maybe we've been lucky?,"[('staff', None)]",0.276479
drinks way over priced.,"[('drinks', None)]",0.47689632
the main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,"[('noise level', None)]",0.31486678
"but warning: to all those that use this site be weary, be very weary of recommendations.","[('recommendations', None)]",0.269461
moderate prices.,"[('price', None)]",0.3671783
we had a great time at the jekyll and hyde pub last night.,"[('hyde pub', None)]",0.43796304
my biggest complaint was the un-tasty food although presented well.,"[('presentation', None), ('food', None)]",0.6790021
"this tiny restaurant is as cozy as it gets, with that certain parisian flair.","[('parisian flair', None)]",0.53358537
so sorry i can't rate this better.,"[('rate', None)]",0.2821529
"most importantly, food is excellent.","[('food', None)]",0.7020162
buon appetito!,"[('appetito', None)]",0.3438149
"ok, for all of us growing up in the village of nyc, we have spoiled by a plethora of restaurants, most of which stay open very late.","[('plethora of restaurants', None)]",0.5663817
"however, service was as plain as sesame crusted salmon i had.","[('service', None)]",0.62222904
the food was mediocre at best but it was the horrible service that made me vow never to go back.,"[('service', None)]",0.7085069
so some of the reviews here are accurate about the crowd and noise.,"[('reviews', None), ('noise', None), ('crowd', None)]",0.32555214
"finally, after all the raving i went to check it out with one of my enthusiastic friends this last saturday night and let me tell you its all its cracked up to be.","[('saturday night', None)]",0.4534502
"the service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.","[('service', None)]",0.46241277
"other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!","[('atmosphere', None), ('price', None), ('food', None)]",0.62683225
saul is the best restaurant on smith street and in brooklyn.,"[('smith street', None)]",0.50517815
waiters are slow but sweet.,"[('waiters', None)]",0.5010073
the music is the best among all the indian restaurants i have visited.,"[('music', None)]",0.60985017
"the bread and lamb chops i had before the meal were quite good, however.","[('lamb chops', None)]",0.57855624
rao's has the best service and atmosphere in nyc.,"[('atmosphere', None), ('service', None)]",0.47486842
good for dates or with friends.,"[('friends', None), ('dates', None)]",0.39429393
one of the best chicken tikka masala.,"[('tikka masala', None)]",0.397547
"excellent dumplings served amid clean, chic decor.","[('dumplings', None), ('decor', None)]",0.5038753
"the kitchen however, is almost always slow.","[('slow', None)]",0.46087027
"the corned beef and pastrami are excellent, much less fatty than those big tourist places around times square.","[('pastrami', None), ('corned beef', None)]",0.5479348
"cute place, nice wait staff but would never go there again.","[('wait staff', None)]",0.5065501
service was also horrible and the ambience is not that great.,"[('service', None), ('ambience', None)]",0.45533594
"service is great, takeout is good too.","[('service', None), ('takeout', None)]",0.5174951
the pizza is overpriced and soggy.,"[('pizza', None), ('price', None)]",0.5460269
"everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.","[('menu', None), ('view', None)]",0.69785494
"for the quality of food, a little too expensive.","[('quality of service', None), ('quality of food', None)]",0.62736785
its worth the wait though.,"[('wait', None)]",0.21062264
i've never had bad service and the fish is fresh and delicious.,"[('service', None), ('fish', None)]",0.5846677
"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.","[('live jazz band', None), ('atmosphere', None)]",0.55977106
we decided to eat in tea room which was small and cute.,"[('tea room', None)]",0.43996733
unique apppetizers.,"[('apppetizers', None)]",0.20216925
"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.","[('dim sum', None), ('wait', None), ('sharing tables', None)]",0.30097494
"everything is always cooked to perfection, the service is excellent, the decor cool and understated.","[('service', None), ('decor', None)]",0.61035746
the thai food is good.,"[('thai food', None)]",0.59183556
just moved to the neighborhood and we've been trying all the west village sushi restaurants.,"[('west village sushi', None)]",0.63936085
"great selection of wine, and seafood.","[('selection of wine', None), ('seafood', None)]",0.6312169
acceptable prices.,"[('prices', None), ('price', None)]",0.37503126
we have lived in chelsea for two years and have never noticed this restaurant.,"[('chelsea', None)]",0.5141309
"as i made the title, it's an affordable restaurant for great taste.","[('price', None), ('restaurant', None)]",0.7147348
definitely not worth the price!,"[('price', None)]",0.31471527
"orsay, is a very pleasnt throw back to traditional french food, and french service as well.","[('orsay', None), ('service', None)]",0.48798534
great food at reasonable prices.,"[('price', None), ('food', None)]",0.74187726
"i ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked thai flavors in unexpected ways.","[('thai flavors', None)]",0.46746466
"they're are better taiwanese restaurants and they are located in flushing, queens.","[('taiwanese restaurants', None)]",0.5061718
the prices are about $9 for an entree for dinner and even less for lunch.,"[('lunch', None), ('price', None), ('entree', None)]",0.49207684
and you can't beat the prices.,"[('price', None)]",0.28506628
should you happen to be impressed by the cuisine definitely try it.,"[('cuisine', None)]",0.6219172
"i had the black cod with yuzu sauce, which was wonderful.","[('yuzu sauce', None)]",0.4993564
prices too high for this cramped and unappealing resturant.,"[('price', None)]",0.51185465
tuk tuk is one of the rare choices for me to go in brooklyn.,"[('tuk tuk', None)]",0.37027636
this quiet dark asian bistro is well worth the trip.,"[('asian bistro', None)]",0.5763558
total hipster-wannabe attitude in an otherwise sweet spot.,"[('hipster-wanbe attitude', None)]",0.29074514
thank you emilio.,"[('emilio', None)]",0.26850912
first of all dal bukhara rocks.,"[('dal bukhara', None)]",0.23313423
"everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.","[('soggy salad', None), ('bread', None), ('service', None)]",0.6346939
"it is terrific, as is the value.","[('value', None)]",0.49241132
the sicilian is my favorite it is moist not dry like most places but all their pizza is great!,"[('sicilian', None)]",0.50245994
the menu prices are a bit expensive for what you get in quality and portion size.,"[('quality', None), ('portion size', None), ('price', None), ('menu prices', None)]",0.51173514
"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","[('service', None), ('food', None)]",0.68801004
the takeout is great too since they give high quality tupperware as well.,"[('takeout', None), ('quality tupperware', None)]",0.52363276
could be pricey without a prix fixe meal.,"[('pricey', None)]",0.5930513
one of us actually liked the expresso - that's it.,"[('expresso', None)]",0.39248025
everyone was more then happy with his choices.,"[('choices', None)]",0.19261323
"again, the waitress was awesome.","[('waitress', None)]",0.51998335
worth the trip from manhattan.,"[('manhattan', None)]",0.48310497
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,"[('hot sauce', None), ('service', None), ('food', None)]",0.74268925
"the food was just ok, i would never go back.","[('food', None)]",0.5271079
scalina fedeli reminded me why service is so integral to fine dining.,"[('service', None)]",0.65367067
i recommend the thai popcorn :),"[('thai popcorn', None)]",0.48801106
i can't wait for the nex time.,"[('nex time', None)]",0.12068756
"everything looks great, the drinks, the decor, the food, even the people.","[('food', None), ('drinks', None), ('decor', None), ('looks', None)]",0.56684107
the tuna and wasabe potatoes are excellent.,"[('wasabe potatoes', None), ('tuna', None)]",0.6142257
the only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,"[('coat check girls', None)]",0.37218013
ummm...the beer was cold.,"[('beer', None)]",0.2613098
"we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink, on the house.","[('cannoli', None)]",0.6048934
"even with the prix fixe pricing, this restaurant is not worth it.","[('price fixe price', None), ('restaurant', None)]",0.5291008
"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.","[(""ping's"", None)]",0.42685494
"the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.","[('service', None)]",0.5417731
"the view is spectacular, and the food is great.","[('food', None), ('view', None)]",0.6776443
good bagels and good cream cheese.,"[('cream cheese', None), ('bagels', None)]",0.5444683
"the food is wonderful, tasty and filling, and the service is professional and friendly.","[('service', None), ('food', None)]",0.7547982
it is also extremely well priced.,"[('price', None)]",0.4067428
always great service!,"[('service', None)]",0.3491109
i have been in many restaurants all over the city and roth's steakhouse has quickly become one of my favorites.,"[(""roth's steakhouse"", None)]",0.6013489
i went to df for valentines day dinner.,"[('valentines day', None)]",0.38544902
we could have made a meal of the yummy dumplings from the dumpling menu.,"[('dumplings', None)]",0.4643549
the aesthetics of this place are like an airport lounge.,"[('aesthetics', None), ('place', None)]",0.44614998
"if you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","[('sushi chef', None), ('staff', None), ('quality fish', None)]",0.5842287
the food itself was just ok - nothing spectacular - but the service was awful.,"[('service', None)]",0.7562042
"as there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at taj mahal.","[('taj mahal', None)]",0.35473323
good food.,"[('food', None)]",0.56716526
"those rolls were big, but not good and sashimi wasn't fresh.","[('sashimi', None)]",0.45115244
"the pesto pizza was excellent, thin-crust pizza with a nice amount of spicy italian cheese that i'd never heard of before.","[('thin-crust pizza', None), ('pesto pizza', None), ('italian cheese', None)]",0.5345602
if your into thai..you cannot miss this great restaurant.,"[('thai', None)]",0.6052071
"going to ballato's is like coming home and eating in my own kitchen, an absolute delight!","[(""ballato's"", None)]",0.5378601
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.","[('lamb vindaloo', None), ('value', None), ('shrimp appetizer', None)]",0.58344716
food was good not great not worth the wait or another visit,"[('service', None), ('food', None)]",0.6674734
incredible food at a very agreable price brings me back just about every other day to this authentic thai restaurant.,"[('agreable price', None), ('agre', None), ('price', None), ('food', None)]",0.6389254
"i actually gave patroon another chance before writing this, but the second visit was even worse.","[('patroon', None)]",0.26055914
a little pricey but it really hits the spot on a sunday morning!,"[('pricey', None)]",0.45498964
i've been living in the columbia university area for about 10 years with 3 kids - now in their teens.,"[('columbia university', None)]",0.1485365
the menu has lots of options: i hope to go back to try those potato pancakes.,"[('options', None)]",0.4904598
as soon as i wake up on a saturday or sunday it is the first thing on my mind is when and how i will be getting to fried dumpling.,"[('fried dumpling', None)]",0.23715533
"the staff isn't the friendliest or most competent, and i am stickler for service, but everything else about this place makes up for it.","[('staff', None), ('service', None)]",0.41828382
delicious crab cakes too.,"[('crab cakes', None)]",0.4883735
"now at the top of our list, del frisco's steakhouse.","[('del frisco', None)]",0.53490245
this was the worst dining experience i've ever had.,"[('dining experience', None)]",0.6128848
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna.,"[('staff', None), ('service', None)]",0.4929669
the bruschetta and panini's are so yummy!,"[('panini', None)]",0.46801776
"food was okay, nothing great.","[('food', None)]",0.5752373
i recently tried suan and i thought that it was great.,"[('suan', None)]",0.40942186
a little noise but i think that was because of our party!,"[('noise', None)]",0.23041727
"if the omakase is to showcase technique and variety, serving almost 40% of items bbq-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.","[('omakase', None)]",0.4341623
best pastrami i ever had and great portion without being ridiculous.,"[('pastrami', None)]",0.37649038
"if you are someone who appreciates the same things but hope to have food to spare or share, kai may not be the best option.","[('kai', None)]",0.42965955
"i don't get it, what's so special about prune ?","[('prune', None)]",0.1096104
we had a party in their private room and they made it truly memorable and were very helpful in the planning.,"[('planning', None)]",0.43902457
do yourself a favor and walk the extra avenue from joe's to eat here.,"[(""joe's"", None)]",0.5168128
i have eaten at shabu tatsu at least 5 times and i always want to go back for more!,"[('shabu tatsu', None)]",0.38433322
we were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,"[('2 choices per course', None), ('pre-fixe menu', None)]",0.5197741
authentic pakistani food.,"[('pakistani food', None)]",0.47511423
"the staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.","[('staff', None)]",0.46329865
"the eggplant parmesan is also great, and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce.","[('parmesan', None)]",0.5545865
"quality ingredients preparation all around, and a very fair price for nyc.","[('price', None), ('ingredients', None), ('quality ingredients', None)]",0.55555445
"service was very good - prompt, attentive and non-intrusive.","[('service', None)]",0.47034654
we began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,"[('kielbasa', None)]",0.46102208
"in such a crappy part of town to find a good value for lunch, this place is great.","[('lunch', None), ('value', None)]",0.6737064
"its not curry in a slurry crap, and regular run of the mill food.","[('curry', None), ('slurry crap', None)]",0.44359803
"the bread is the soft paratha bread (unlike the plain bread they use in calcutta), and the stuffing is tandoori styled and very flavorful.","[('stuffing', None), ('paratha bread', None), ('tandoori styled', None)]",0.37559307
"service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, i'm willing to overlook it.","[('pizza', None), ('service', None), ('price', None)]",0.68951696
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,"[('prixe fixe tasting menu', None), ('pricey', None), ('price', None), ('food', None)]",0.5896406
"the service is excellent, the decor is great, and the food is delicious and comes in large portions.","[('service', None), ('decor', None), ('food', None)]",0.74416816
a word to the wise - the hoboken health inspector clued me to his findings that this is the cleanest restaurant in town.,"[('hoboken health inspector', None)]",0.5460032
an excellent service,"[('service', None)]",0.45352075
"the food however, is what one might expect.","[('food', None)]",0.5930267
i love their thai noodles with shrimp and chicken and coconut juice is the must!,"[('shrimp', None), ('coconut juice', None), ('thai noodles', None)]",0.60672027
i must give it yon out of yon stars!,"[('yon stars', None)]",0.21774371
the pizza was really good.,"[('pizza', None)]",0.5930972
the place is small and cramped but the food is fantastic.,"[('place', None), ('food', None)]",0.72299874
the food is tasty and portion sizes are appropriate.,"[('portion sizes', None), ('food', None)]",0.61118865
a little crowded but they move that line really fast!,"[('line', None)]",0.3347163
kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,"[('kosher dills', None)]",0.37951645
kudos to po!,"[('kudos', None)]",0.35194197
the entertainment was great they have shows that go on through out the dinner.,"[('entertainment', None)]",0.5439033
the food is so cheap and the waiters are nice.,"[('waiters', None)]",0.7116085
the food there is so good that even to order out the wait is incredible.,"[('wait', None), ('food', None)]",0.70624673
the bartender on my most recent visit was so incredibly rude that i will never go back.,"[('bartender', None)]",0.38882425
"their sushi, kamikaze and other rolls are fresh and well presented.","[('sushi', None), ('presented', None), ('kamikoze', None), ('kamikaze', None), ('rolls', None)]",0.56409675
"for authentic thai food, look no further than toons.","[('thai food', None)]",0.46041027
"it's true, you feel like your in a scene from goodfellas.","[('goodfellas', None)]",0.22548205
"the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners, which is not good considering the bill was nearly $100.","[('bill', None)]",0.59449124
"i choose to go with one of the special, the braised lamb shank in red wine, which was excellent.","[('braised lamb shank', None)]",0.48162422
