text,labs,lab_sim
"lunch came with pickels and slaw, no extra charge.",[],0.43350905
"we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",[],0.43331373
we began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,[],0.4332068
"we laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, i feel.",[],0.43290356
and i've been to many nyc delis.,[],0.43279234
i ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,[],0.43278918
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",[],0.43248641
it is so easy to get a reservation at a top place in nyc with a week's notice.,[],0.43237096
"we started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",[],0.43233702
i went there with my friend last saturday.,[],0.4322744
"if you live in upper manhattan, siam square is the place for thia food.",[],0.4318244
we could only get through an appetizer and cheese fondue.,[],0.43171775
knowledge of the chef and the waitress are below average.,[],0.43161508
the one vegetarian entree (abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,[],0.4316058
the cream cheeses are out of this world and i love that coffee!!,[],0.43156278
i love this place!,[],0.43147922
i love this place!,[],0.43147922
"the crispy chicken wasn't for us, though.",[],0.43144867
"if your visiting, you'll enjoy the ambiance and the fact that it's in time sq...",[],0.43121013
"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",[],0.43115273
definitely a neighborhood favorite.,[],0.431114
this place was not all that!,[],0.4311105
"if you want americanized chinese food with your usual watery, generic white sauce, this is your place.",[],0.4310781
the best place to bring kids or any friends who want to do something different.,[],0.4303576
they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,[],0.4302539
the place's decor and hidden bathrooms made for a good laugh.,[],0.4300624
"had 1 appetizer, 2 entrees and 2 cokes and the bill was $55.00, not including tip.",[],0.42983615
"i am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and i was still hungry after my visit to this place!",[],0.4296265
we do not need to go to a four-star restaurant anymore.,[],0.4293462
i'm surprised about some of the bad reviews posted here - i've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning.,[],0.42916232
worth visiting the 1st ave spot because it is the original store.,[],0.42911893
"worth it for a special occasion, or any time!",[],0.4290645
"its not curry in a slurry crap, and regular run of the mill food.",[],0.42905965
"after we got our sashimi order, i could not believe how small the portions were!",[],0.42856663
"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candlevery nice touch, and attentive staff.",[],0.42850798
always full with tourists (especially because of it's close proximity to rockefeller center).,[],0.42816782
"the steak tartare is a great bet, they fix it for you at the table.",[],0.4280392
other apetizers and food,[],0.4280335
since my first dinner i have had the chance to have brunch at orsay 3x.,[],0.42802197
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,[],0.427715
"for some reason, all the seafood on the menu was unavailable except for the salmon.",[],0.4275554
"the chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",[],0.4274949
i love this place more and more everytime i go.,[],0.4272968
we come from new jersey to eat at kinoko.,[],0.42660642
"the menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",[],0.42643362
.the best i've found outside of the chinatown masters.,[],0.42613626
i have been going there since it opened and i can't get enough.,[],0.42609966
i felt as though i were eating in paris.,[],0.42594725
great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,[],0.42545795
stuffing yourself with japanese food is a rare thing.,[],0.42537275
this thai restaurant is a couple blocks away from sripraphai (another delicious thai restaurant).,[],0.42524943
"plus, on wednesday nights the house wine is unlimited!",[],0.42517945
it was wonderful.,[],0.4247274
it was wonderful.,[],0.4247274
"we shared a bottle of sake, an order of edamames, and she had the sushi plate while i had the sashimi.",[],0.42457083
be careful before you request extra spice.,[],0.42366344
yourself a favor and have dinner here and see if you dont agree with me.,[],0.4235751
"like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",[],0.42315412
i had a huge pastrami sandwich on a roll.,[],0.42259902
"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",[],0.42188445
i had the best ravioli ever.,[],0.42168075
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,[],0.42166337
and even with it's pub atmosphere they were great to my kids too!,[],0.4216257
i was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,[],0.42147407
"it was the first place we ate on our first trip to new york, and it will be the last place we stop as we head out of town on our next trip to new york.",[],0.42127648
i was pretty much full after our fondue appetizer.,[],0.4209277
"they do cater to american palates, but if you like it hot let them know and they are more than willing to oblige!",[],0.42089912
"the entree was bland and small, dessert was not inspired.",[],0.42046458
i have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,[],0.4202854
"very neighborhoody, very quick and sufficient.",[],0.42000628
it won't break the bank but i also wouldnt come back for the food.,[],0.41999194
i'm glad i was introduced to this place and this is a rare gem in ny.,[],0.4199674
definitely a once a year treat that i look forward to around the holidays!,[],0.41981277
i also ordered for delivery and the restaurant forgot half the order.,[],0.41979086
the food is inventive but still keeps traditional indian flavoring.,[],0.41959915
le pere pinard has a $15 pre-theater menu that is outstanding.,[],0.41954
(always ask the bartender for the seasonal beer!!!,[],0.4190118
for the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,[],0.41873148
also very inexpensive.,[],0.41863576
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",[],0.41859737
as always we had a great glass of wine while we waited.,[],0.4185075
steamed fresh so brought hot hot hot to your table.,[],0.41842663
"if you go for the pre-theatre menu, it's an even greater deal.",[],0.41827124
i grew up on these bagels.,[],0.4179753
heartland brewery is a great way to start or finish your day.,[],0.417632
"they never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",[],0.41759214
i have been to spice three times- twice during lunch and once at dinner.,[],0.41742238
my sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.,[],0.41714385
i love going there!,[],0.41703266
fish is so very fresh.,[],0.4168926
however it is the only taiwanese restaurant in town.,[],0.41683555
i can't believe people complain about no cheese sticks?,[],0.41682836
downstairs lounge is always a good attraction,[],0.41635963
"i plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",[],0.41635942
"if you are someone who appreciates the same things but hope to have food to spare or share, kai may not be the best option.",[],0.41545647
we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,[],0.41504017
"the rest of the dim sum, though pricey by chinatown standards, is worth it.",[],0.4149473
look i dont know if the people who wrote the reviews have ever been to a decent place (please try someother places).,[],0.41492948
"very romantic fires - i've literally spent hours at lanterna, drinking wine from their extensive wine and enjoying the ambience.",[],0.41482493
we had a great time at the jekyll and hyde pub last night.,[],0.41436496
the big complaint: no toasting available.,[],0.41424468
i usually go there later at night when i get off work so i don't have to deal with crowds or lines.,[],0.41412175
"stick to dimsum, not super overpriced noodles.",[],0.41398504
"based on a visit a month ago, i returned the week before christmas and was hugely disappointed.",[],0.41385233
a guaranteeed delight!,[],0.41378212
i have been urged by friends for months to check out the mermaid inn.,[],0.41359302
"if you love wine and cheese and delicious french fare, you'll love artisanal!",[],0.4135793
everyone i bring here always loves it.,[],0.41218665
for my birthday and we had an excellent time.,[],0.41208932
"after a seafood craving, i checked citysearch and chose to go to fish based on a previous review and the citysearch info.",[],0.4120656
try the pad se-ew or chicken with cashew nuts for a memorable and repeatable experience.,[],0.41201717
i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine.,[],0.41196215
"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",[],0.41182652
ive been here so many times the waiters know my name.,[],0.41172028
he takes real pride in his food and his business.,[],0.41127998
great experience overall.,[],0.41124916
the wine list is extensive and impressive.,[],0.41107062
nothing special about this place.,[],0.41104367
i was so sad to read the bad reviews this place got!,[],0.41101858
and the fried clams had just enough kick to them to make 'em worth eating.,[],0.41094178
they charge $6.00 for rice.,[],0.41091034
salads are a delicious way to begin the meal.,[],0.4105027
i've been coming here as a child and always come back for the taste.,[],0.4103831
do not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,[],0.4100743
overall a worthwhile experience.,[],0.40973696
"after the main course came, we didn't see our waiter for at least 40 minutes!",[],0.40972117
we decided to eat in tea room which was small and cute.,[],0.4097182
it's definately not a place to go if you want to impress someone.,[],0.4096201
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",[],0.40956658
"the place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",[],0.40883932
"a large is $20, and toppings are about $3 each.",[],0.40870222
indoor was very cozy and cute.,[],0.40851438
pastrami or corned beef are juicy and piled high (ask for extra rye bread).,[],0.40812004
i look forward to eating here again,[],0.4080497
this is by far my favorite place in the neighborhood.,[],0.40803847
"not a large place, but it's cute and cozy.",[],0.40801695
if i wanted to deal with a crappy scene and annoying customers i'd go out in manhattan.,[],0.40776116
"after 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",[],0.40736267
i am not sure if i would call the food here indian as it is a fusion of what seems to be french with an indian or exotic touch.,[],0.4071707
i have to say that i am pleasantly suprised and i will most likely stop in again if i am in the neighborhood.,[],0.40621176
"the signs, the specials menus, food, and even all the waitstaff are all totally japanese.",[],0.40612817
we always get a sampling of appetizers and share.,[],0.40605584
this place is always packed.,[],0.40567446
i would highly recommend it.,[],0.40565723
"one would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",[],0.4051129
"i went to pams with my girlfriend, and i love it.",[],0.4049498
"even better, they know how to cook french classics like steak au poivre and onglet without burning it to death or overcooking it.",[],0.4048867
"the food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",[],0.4040198
"it cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",[],0.4039944
i recommend getting a reservation even though we saw people seated without one.,[],0.40335763
no pizza 33 for me!,[],0.40321133
i thought this place was totally overrated.,[],0.40292278
i have been to rao's probably 15 times the past 3 years and it keeps getting better.,[],0.40286997
the best pad thai i've ever had.,[],0.40249485
it's called gnochi alla nona and is found under chef specials.,[],0.40233323
"the best chicken pad tai, i've ever had.",[],0.40199047
dinner took almost 4 hours without any lag time.,[],0.4019174
i haven't been to the other locations.,[],0.40170524
"top spot in town for vietnamese classics, better than places that cost a lot more.",[],0.40145594
and cheap!,[],0.4013857
"we couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",[],0.40075102
planet thai is great!,[],0.40071777
authentic bistro!,[],0.4005681
in reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,[],0.4003723
"the people with carts of food don't understand you because they don't speak english, their job is to give you the delicious food you point at.",[],0.40032184
"it is about food and ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",[],0.40023234
our server was very helpful and friendly.,[],0.40016663
any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,[],0.39986625
"it was good, but was not what i thought it would be.",[],0.39968792
the owner truly caters to all your needs.,[],0.39963827
i loved it and would highly recommend.,[],0.39956865
"they forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",[],0.39942908
"a few tips: skip the turnip cake, roast pork buns and egg custards.",[],0.39911005
we were looking forward to nice glass of sangria when we arrived.,[],0.39866996
"the best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.",[],0.39859387
"this place is cool enough to be in the east village, but french enough to make you feel like you could be in a bistro in a back alley in paris.",[],0.39839238
i love to visit murrays for my bagel fix.,[],0.39827672
suan is a great place that i often take my friends (classmates) too.,[],0.3977864
"$160 for 2 filets, 2 sides, an appetizer and drinks.",[],0.39763775
this place is so much fun.,[],0.3975261
if you go here - your focus should be the tamarind margaritas.,[],0.39734504
both times we waited well over a half hour for a table (even though we had reservations).,[],0.3967988
and i say snacking because it really is not set up to be a proper dinner.,[],0.39674303
"going to volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great italian cook.",[],0.3966219
try the green curry!!!,[],0.39631194
has the chef and owner changed???,[],0.39586684
heartland brewery is by far one of the best places in nyc to make new friends and catch up with old ones.,[],0.39501938
the only other steakhouse that seems to hold a candle to roth's is the strip house.,[],0.39500743
the bar has various selections and the mixed drink special is a catcher! 2 for 1's.,[],0.3950061
it is the best hidden spot there and i rave about it to everyone.,[],0.3946154
"only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",[],0.3942979
they used shredded cheese on top!,[],0.3939501
"i am completely hooked on this place, it is ridiculous.",[],0.39387712
the fish was not fresh and the rice tasted old and stale.,[],0.3937759
good for dates or with friends.,[],0.39357093
my chow fun and chow see was really bland and oily.,[],0.39319202
i've overheard comments from him to his employees that should not have been delivered in the dining area and i've been sitting there while he lectured another customer.,[],0.3924183
our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,[],0.39239964
go here for the drinks!,[],0.39211902
"it's true, this place is not cheap.",[],0.39208528
the hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,[],0.39197838
"three page wine menu, one page entree and horedevous.",[],0.39073858
fresh ingredients and everything is made to order.,[],0.390339
i complete the total bagel experience by having it lightly toasted.,[],0.38989332
"if you are a carnivore, come hungry and you will leave more satisfied than you have ever been.",[],0.38950497
"while they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",[],0.38932496
our last time there a few weeks ago was early at 5pm and it was very crowded and noisy.,[],0.38878438
"my friends spoke so much about it for months, i finally made the time to come down ear and dine in.",[],0.3886713
"although, one night we went it was super cheesy, and another night it was less cheesy.",[],0.3877867
"you order from a menu, so you leave feeling like you missed the full experience.",[],0.38765922
i go at least 3 times a month and have never been disappointed.,[],0.3875698
(i've ordered from the 2nd ave.,[],0.3874557
"secondly, on this night the place was overwhelmed by upper east side ladies perfume.",[],0.38694674
it helps if you know what to order.,[],0.38667896
i heartily recommend.,[],0.38663715
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",[],0.38662386
i ordered a chicken teriyaki dish and found that the chicken was extremely dry.,[],0.3861716
they are amazing!,[],0.38613656
"even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",[],0.38611624
not pretentious and very economical.,[],0.3860274
we ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,[],0.3859491
"the second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",[],0.38568214
monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,[],0.38545617
i would have gotten some cole slaw and a knish if my stomach had more space.,[],0.3848218
"but don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",[],0.38452676
you can actually get 2 salads worth if u take it home and add it to some lettuce!,[],0.3843012
try the cheesecake!,[],0.38427928
"they kindly brought us more to see if it was better, but it was not!",[],0.3841255
example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,[],0.38372412
try the lobster teriyaki and the rose special roll.,[],0.383479
i'd call it an 'italian dinner'.,[],0.38329232
i recommend it!,[],0.38275963
"but, nothing stands out about the cooking.",[],0.38219813
"try the congee and the donut like deep fried dough they call ow ley soh, a delicious and sweet tasting bread.",[],0.38218448
"hopefully next time, i will save room for dessert.",[],0.38192543
"just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",[],0.3817679
our server checked on us maybe twice during the entire meal.,[],0.38172442
once they ran out of gnochi and made it for me from scratch!,[],0.38155082
"order the panang duck, it's fantastic.",[],0.38101995
i live a block away and go to patsy's frequently.,[],0.38094646
i take all my nyc guests to vt's.,[],0.3807999
"my entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",[],0.3807986
had a late night dinner on a saturday night.,[],0.3806092
we all felt it was worth it.,[],0.38058788
"searching to get out from the cold, freezing weather, we went into what we thought was a deli.",[],0.38045168
i would highly recommend.,[],0.38032493
i highly recommend it.,[],0.37943026
when we were finally seated our waitress came by twice-1 for our order and 2-for our check.,[],0.37939218
i was pleasantly surprised to find this gem in hoboken.,[],0.3791163
too cold to enjoy.,[],0.37893403
i wish they had one near my office- i would go everyday.,[],0.37889397
raga stands out with an interesting fusion of french and indian cooking.,[],0.37888694
"seriously, this place kicks ass.",[],0.37869275
"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but i thought a bit overpriced.",[],0.37847024
"thr at moshphere is compact, modern, yet cozy.",[],0.3782387
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded.,[],0.37792817
the place was real empty but that was because this was the first sunday they ever opened.,[],0.37771338
"i also ordered the change mojito, which was out of this world.",[],0.37753785
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,[],0.37744027
i went here with my boyfriend and another couple.,[],0.37731293
"try ordering from the regular menu, then you would not regret!",[],0.37718263
"odd for ave b, not just odd, the place attracts an eclectic crowd to say the least.",[],0.37690526
a million better places to go in the city.,[],0.37688136
"we all ate pasta entre'es, which were great.",[],0.37671813
"it's usually packed for good reason, esp.",[],0.37648872
this place is incredibly tiny.,[],0.376372
$20 for all you can eat sushi cannot be beaten.,[],0.37607166
i was pleasantly suprised.,[],0.37586528
i was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,[],0.37576583
succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,[],0.3757163
"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",[],0.37561482
we were fans of the half-price saturday night option until some inedible squid during a recent visit.,[],0.37553066
the pizza was delivered cold and the cheese wasn't even fully melted!,[],0.37536266
somewhat pricey but what the heck.,[],0.3753481
once for dinner and once for brunch.,[],0.3748173
wine list selection is good and wine-by-the-glass was generously filled to the top.,[],0.37466884
we were pleasantly greeted.,[],0.37392756
go hungry and enjoy.,[],0.37391946
"please take my advice, go and try this place.",[],0.3735083
"by dinner time, they turn it around and mount a huge comeback!!",[],0.3735049
"this is the cheers of new york, whether you've ever been there or not.",[],0.37342697
wow over 100 beers to choose from.,[],0.37332803
"it's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.",[],0.37332207
my boyfriend and i were in ny for a few days and pastis was a place that came recommended.,[],0.37312084
and affordable.,[],0.37289473
"if you want some roast duck, pork or chicken on rice with ginger, try them out!",[],0.3727349
after really enjoying ourselves at the bar we sat down at a table and had dinner.,[],0.37255022
one of the best chicken tikka masala.,[],0.37245896
so eat fast and order a lot.,[],0.3722039
"for great chinese food nearby, you have wu liang ye and grand sichuan just a block away.",[],0.37181208
we didn't get drink refills and she didn't even offer us the option of dessert.,[],0.37150607
how do you rate home?,[],0.37129202
"nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",[],0.3711051
i have walked by this place for eons and finally went thanks to a girls' night.,[],0.37060973
skip dessert.,[],0.37047884
"as a retired hipster, i can say with some degree of certainty that for the last year lucky strike has been the best laid-back late night in the city.",[],0.37030363
"that place was awesome,,, sally !",[],0.37024388
would recommend - perfect for those looking for a place close to grand central.,[],0.37023053
give it a try and enjoy.,[],0.3701584
"to celebrate a birthday, three of us went to mare anticipating great food.",[],0.36986318
"the cuisine from what i've gathered is authentic taiwanese, though its very different from what i've been accustomed to in taipei.",[],0.36980855
"we picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",[],0.36961448
went to village last night for my birthday.,[],0.3692958
"my turkey burger was not cooked at all, my friends salmon was completely raw.",[],0.36925742
"great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",[],0.36920458
"believe us, we've been eating sushi for over 15 yrs.",[],0.36875954
"however, it's not worth a special trip.",[],0.36843163
i never had anything i didn't like here.,[],0.3683449
"i've been there a few times, and i usually end up sitting next to some pretty odd people.",[],0.3676999
"he not only makes his own homemade mozzarella, but every pie is ultra fresh.",[],0.36763927
vt is what baby pizzas hope to be when they grow up.,[],0.3670443
she lives nearby but had never gone to this establishment thinking that it might be too touristy.,[],0.36700162
slightly above average wines start at $70+ with only one selection listed at $30+.,[],0.36680785
my wife and i went to orsay for valentine's dinner.,[],0.36671317
you can't go wrong with this place.,[],0.36624652
the soup for the udon was soy sauce and water.,[],0.36613902
"great vibe, lots of people.",[],0.3658614
ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,[],0.36576673
for out-of-towners who will get a big thrill out of the location!,[],0.36569458
the only thing the waiters don't do for you is wipe your chin when you leave.,[],0.3655889
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,[],0.36554706
we ran a little late for the reservation but it wasn't a problem to get our table immediately.,[],0.3653315
none of that yucky whipped stuff.,[],0.3651798
and at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,[],0.36504343
it's very spicy but not offensive.,[],0.36503842
we happened upon this place purely by accident and were pleased with the results.,[],0.36457804
they are opening two more places as i saw a flyer there one in yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,[],0.3644956
we arrived on time for our reservation and seated promptly.the,[],0.3643506
"overall, worht every penny.",[],0.3639709
i will be going back and heartily recommend it!,[],0.36392277
"i got the $10 10-piece dim sum combo, every bite of which was great.",[],0.3638245
this place would be so much better served by being run by a group that actually understands customer service.,[],0.36368936
my girlfriend and i stumbled onto this hopping place the other night and had a great time!,[],0.36362365
usually 3 vs. 4 items per dish.,[],0.36359182
this is a true gem of the village.,[],0.36348292
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the peter's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",[],0.3634178
"consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",[],0.363118
"it's like you are transported to the italian countryside, very romantic and filled with antiques.",[],0.36310542
i went to df for valentines day dinner.,[],0.36307627
"anyhow, we were able to sit as long as we wanted and chat, which was nice.",[],0.36305517
"while the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",[],0.3629579
"each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",[],0.3624785
now if they could only get a toaster.,[],0.36231813
"however, it just so happens that there's an even more amazing place just down the street.",[],0.3622377
get the tuna of gari.,[],0.36202565
"after reading the posts, i was always skeptical to go to the minnow, despite living in park slope.",[],0.36187926
my friend from milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,[],0.36175314
this place is to be avoided.,[],0.36171
we were very pleasantly surprised.,[],0.36148944
"judging from previous posts this used to be a good place, but not any longer.",[],0.36114597
my girlfiends and i ate at o.g. again last night.,[],0.3609484
my friends and i have been going here regularly for two years.,[],0.36023933
you cannot go wrong with this place.,[],0.36010396
we got in line and were served while in line a bannan fritter.,[],0.36007214
"from the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.",[],0.35999402
this place is the most japanese it can ever get.,[],0.35980982
we were seated at the sushi bar in front of yasuda.,[],0.35979527
"when he's not making authentic neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",[],0.35967502
it is run by the same sichuan chef who started the chain in chinatown.,[],0.3596496
this food is asian-air fusion.,[],0.35943508
tuk tuk is my second favorite neighborhood thai place (the first being joya).,[],0.35901046
overall i would recommend it and go back again.,[],0.35886124
"it only took about five or so minutes to get an empty table, but standing up wasn't too bad.",[],0.35843873
"although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",[],0.3580153
"the restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic taiwanese.",[],0.35791135
tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,[],0.35766327
perfect for dates!,[],0.35760733
i have never before eaten 40 pieces of relatively good nigiri.,[],0.3574496
"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",[],0.35714018
we were pleasantly surprised.,[],0.35703117
nice place though.,[],0.35684997
"aside from the sea urchin, the chef recommended an assortment of fish including fatty yellow tail, boton shrimp, blue fin torro (fatty tuna), sea eel, etc.",[],0.35648513
we just ate at kai and were disapointed.,[],0.35643998
"got club soda, filled with ice, no lime.",[],0.35627535
i have been coming to this neighborhood spot for years.,[],0.35544077
"the place does get crowded, so i recommend going between 4-5 pm.",[],0.3551885
can't wait wait for my next visit.,[],0.3549935
the all-italian staff is warm and engaging from the start.,[],0.35471028
"however, i think jeckll and hydes t is one of those places that is fun to do once.",[],0.35453412
try green curry with vegetables.,[],0.3539565
some baby pizzas get their wish.,[],0.35387596
killer sushi!,[],0.35363957
try sushimi cucumber roll.,[],0.35343915
cornelia street looks like a broadway set for west side story and the inside of po is so cool quaint you really can't top the setting for a romantic dinner in nyc.,[],0.35323507
i don't usually order wine with indian so i can't comment on their wine list or their wines.,[],0.35309538
"while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.",[],0.35276708
"at 5 dumplings for $1, you just cannot go wrong.",[],0.3523908
they came out over cooked and the cheese was almost non existant.,[],0.35187224
it is expensive but well worth the money.,[],0.3516903
definitely highly not recommended.,[],0.35149816
"last memorial day, i tried to make reservations but was told they were closed that weekend (interesting, but...).",[],0.3514438
"after dinner, take your date to the huge dance floor, probably one of the biggest you'll see in ny.",[],0.35135555
"if you're in town, it's worth searching for another place.",[],0.35099712
it's better than being on the roof of sutton place with 19 year old interns jabbing you in the ribs all night.,[],0.35097098
love the jazz bands on fri and sat.,[],0.35096002
"from beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",[],0.35079315
it is not a place for tourists or someone who has never dined in bay ridge.,[],0.35041824
"i have known about this secret for the last 13 years, emilio(the godfather) has continued to serve food and wine for the gods at mortal prices.",[],0.35038975
not enough wines by the glass either.,[],0.3499533
i love this cozy around the way rest.,[],0.34908366
there is not a single place in chinatown where you have a nice neighborhood feeling like here.,[],0.3490721
all the nyu students love this place so it makes for a fun young atmosphere.,[],0.3490587
as soon as my father lifted his pen from the check a chef appeared to usher us out.,[],0.3486976
"it is sometimes a little cramped, and can get a little warm, but hello, it's nyc!",[],0.34868255
the 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,[],0.34867576
"the palak paneer was standard, and i was not a fan of the malai kofta.",[],0.34864703
ambiance- relaxed and stylish.,[],0.3485283
"yeah, it's that good.",[],0.348387
"i almost wanted to write a bad review, so no one would ever go here and i could have all the dumplings to myself!",[],0.34804544
interior was so so.,[],0.34800288
we had a good time.,[],0.3475425
"in the evening, this place attracted a well dressed, with it, ny crowd.",[],0.3472882
(la rosa is connected by a swinging door to the mexican restaurant pacifico).,[],0.34725776
have been dozens of times and never failed to enjoy the experience.,[],0.34723586
a must try!,[],0.34713736
"on a recent saturday night, i was with a group of 5 at the bread bar.",[],0.34707382
after the review i treked into brooklyn.,[],0.34675896
i've been many time and have never been disappointed.,[],0.3465787
"they were dry and disgusting, i didn't even finish my first piece.",[],0.34638834
delicious.,[],0.34635136
three of us arrived for dinner about 5:30 on a week night without reservations.,[],0.34602317
we saw them heating up at least one frozen item though i'm not sure which dim sum dish it was.,[],0.3459839
there is a lot of variety even for people who eat vegetarian like me.,[],0.34535462
