text,terms
"like i said , i have an average technical level and ultimately could not figure it out despite referring to the online user manual and various web-site suggestions .",[]
"in the end , i ended up calling the buffalo technologies technical support phone line .",[]
"setup software - for my application , i found the setup software on the enclosed cd to be useless .","[('setup software', 'neg')]"
it really assumes a simple installation like plugging it in and using it as a router .,[]
"if that 's your type of installation , then the setup software might be the best thing since sliced bread .",[]
"technical support line - the buffalo technical support line on the other hand , was very helpful .","[('buffalo technical support line', 'pos')]"
"be prepared for a long wait -lrb- 30-45 minutes -rrb- , but the wait was worth it .","[('wait', 'neg')]"
the person i talked to was very knowledgeable and spoke english .,[]
i 'm guessing that he was actually located within the u.s. which i almost consider a bonus since so much technical support is overseas .,[]
the technical support phone line was responsible for my giving technical support 4 stars .,"[('technical support', 'pos')]"
if i only considered the software or internet user manual i would have rated technical support as 2 or maybe 3 -lrb- at best -rrb- .,"[('software', 'neg'), ('internet user manual', 'neg')]"
how to setup as an access point - the technical support representative walked me through the setup of the router .,[]
we did not use the software .,[]
"since i did n't find the software or user manual useful to help setup the nfinity g300n as an access point , i 'll try to summarize what we did in case you 're one of the unfortunate people like me who are relatively ignorant about manipulating ip addresses to setup an access point .",[]
1 .,[]
get important system information about your primary router or modem .,[]
windows 7 : click the `` start '' icon in the lower left corner -rrb- control panel -rrb- network and internet -rrb- network and sharing center -rrb- and then click `` see full map '' under the heading `` view your basic network information and setup connections . '',[]
move your pointer over the device icon labeled `` gateway '' .,[]
you 'll see a number that looks something like 192.168 .,[]
x.x. .,[]
this is an ip address .,[]
i learned that the first digits `` 192.168 '' are industry standard for private networks .,[]
"however the `` x. x '' are different between home networks and `` x '' may generally be one , two , or three digit numbers .",[]
2 .,[]
open a web browser .,[]
type the gateway ip address -lrb- 192.168 .,[]
x. x -rrb- into the browser address bar .,[]
a windows security window should open asking for a username and password that you previously setup to get into your primary router or modem setup software .,[]
it will depend on who makes your router or modem but there should be something like a `` status '' menu option .,[]
"in my case , i clicked on `` status '' and then on `` system data . ''",[]
i wonderful summary window appears that shows lan and internet ip information .,[]
the important number your looking for is the dhcp range .,[]
your router or modem has a lan ip address and then will assign addresses to other devices on your network in a given range which means the second `` x '' referenced above will range between two numbers .,[]
record this range because when you assign a static ip address to the buffalo nfinity it will need to be in this range .,[]
"on my first attempt , i assigned a static ip that was outside the range of my primary router so i had to go into my router setup and change my router 's range so my router could `` see '' the nfinity wireless access point .",[]
3 .,[]
reset the nfinity g300n using the reset button .,[]
this undid all the changes i made during previous attempts to set it up and restored factor defaults .,[]
"if you have n't messed with your router , you may not need to do this .",[]
4 .,[]
set the external nfinity g300n switch to ap mode -lrb- switch is in the `` off '' position -rrb- .,[]
5 .,[]
plug in the nfinity g300n power and connect it to the computer with an ethernet cable .,[]
make sure the ethernet cable is plugged into nfinity 's lan port and not the wan -lrb- blue -rrb- port .,[]
"this also means , the your computer is no longer connected to your network and is `` focused '' on setting up your nfinity g300n .",[]
6 .,[]
open another browser window .,[]
type the ip address for nfinity 's setup page .,[]
this might be the most useful information i got from the software disc .,[]
the default ip address from buffalo technologies was 192.168.11.1 for my device .,[]
type the default into the browser address window and the buffalo dd-wrt setup window should appear .,[]
my setup window was a gray and red color scheme .,[]
7 .,[]
"the first time you login , you might need to create a username and password .",[]
"under the `` wan connection type '' , click `` disable '' to disable `` automatic configuration - dhcp '' .",[]
"after changing the username and password , you should end up on the `` setup-basic '' screen .",[]
scroll down to `` network setup '' information and enter a local ip address for the nfinity .,[]
"remember , this is going to be 192.168 .",[]
x.x where x.x puts the nfinity in range of your primary router .,[]
the first `` x '' will be a number identical to that of your primary router or modem .,[]
the second `` x '' will be a number that is in the range of numbers that will be assigned by your primary router or modem .,[]
then enter your gateway ip address from you router or modem .,[]
the `` local dns ip '' address will be all zeros in most cases .,[]
scroll further down to `` network address server settings -lrb- dhcp -rrb- '' and make sure that the dhcp server is `` disabled . '',[]
scroll to the bottom and click `` apply settings . '',[]
8 .,[]
click on `` wireless '' heading on the buffalo setup homepage .,[]
then go to `` basic settings '' subheading and change wireless network name -lrb- ssid -rrb- to something you like .,[]
do n't make it too cute or interesting which might encourage hackers .,[]
make sure ssid broadcast is enabled .,[]
it should be .,[]
then click on `` wireless security '' subheading which is next to the `` basic settings '' subheading .,[]
"the buffalo tech rep had me change security mode to `` wpa personal '' , change wpa algorithms to `` aes '' , and change the wpa shared key -lrb- which is the password used to enter the network wirelessly .",[]
use a pretty difficult password .,[]
click `` apply settings . '',[]
9 .,[]
i unplugged my new nfinity g300n and moved it to a central location where i already had an ethernet jack installed .,[]
make sure that the nfinity wireless access point is connected to your network by a lan port and not the wan -lrb- blue -rrb- port .,[]
"summary - i 'm happy to say that despite much frustration with setup , the bufflo nfinity g300n is working fantastic as a wireless access point with great range .","[('setup', 'neg'), ('bufflo nfinity g300n', 'pos'), ('access point', 'pos'), ('range', 'pos')]"
and it 's sleek and sexy looking as well .,"[('sleek', 'pos'), ('looking', 'pos')]"
i can only wonder why buffalo technologies does n't post a video on their web site that shows exactly what their technical representative went over with me .,[]
it probably would have saved a phone call to their support line .,[]
i hope i accurately captured my notes from my call to buffalo technologies and that you find my notes helpful .,[]
i can not make an open-ended claims that my settings will ultimately work for you but hopefully my comments will help .,[]
"update jan 12 , 2012 the device has worked flawlessly for the past year .","[('worked', 'pos')]"
i bought this device to be a repeater bridge .,[]
"technically this is possible , but i instead just used wds to form an extended wireless network to a wired device .",[]
the unit came with the dd-wrt firmware dated from last august .,[]
i quickly updated this firmware to buffalo branded dd-wrt firmware dated this june .,[]
"it was all good , but i could not get the repeater bridge working .",[]
"i set it up as best i could with the directions , but it seems like this device is not able to do repeater bridge at this time .",[]
people have claimed that it is possible .,[]
"instead , i just installed the `` non-pro '' version of the firmware and setup wds mode .",[]
this worked because i needed to extend a wired network using the wireless network cards .,[]
"so , the wireless card on the buffalo are exclusively used to connect back to the wap ; wireless clients will not connect to the buffalo device .",[]
"after about a week , the wap and the buffalo remain linked , thus i can still access that remote machine connected to it .",[]
the device itself is pretty solid .,"[('device', 'pos')]"
i only had to reset the device one time to install the non pro software .,[]
i only give it 4 stars because the device came with really old dd-wrt software .,"[('dd-wrt software', 'neg')]"
"i was looking for a replacement for my tired old linksys wrt54g , of which i 'd used several for almost ten years .",[]
"on the recommendation of several friends and positive reviews , i picked up the wndr3700 .",[]
"unfortunately , when i purchased it , netgear had decided to push out a `` v2 '' model shortly before i purchased , which included a few hardware changes for the better , but the unit shipped with an atrocious firmware .",[]
"the system was nowhere near stable , and the code was in `` alpha '' stage at best .","[('system', 'pos')]"
"the router would close any open connection after about 2 minutes , meaning that telnet\/ssh and numerous games would suddenly disconnect .",[]
these speakers are incredibly amazing .,"[('speakers', 'pos')]"
"before this i had the jbl on stage , which were also incredibly good .",[]
but i wanted something that i can play without having to plug into a power outlet and would work on rechargable batteries .,[]
i didnt want one in which i would have to put in batteries myself -lrb- that is a pain -rrb- i did alot of research and read a bunch of reviews and im glad i purchased these speakers .,"[('speakers', 'pos')]"
most of the reviews about the sound quality is true .,[]
"the speakers have a very rich sound and good bass also , obviously not thumping bass for which you would need a huge subwoofer !!","[('speakers', 'pos'), ('sound', 'pos'), ('bass', 'pos')]"
although the bass im getting out of these speakers was unexpected .,[]
"without a doubt i would say that these speakers have the same sound quality as the jbl on stage , and are truly portable -lrb- can be played without a power outlet , i love that feature -rrb- .","[('speakers', 'pos'), ('sound quality', 'pos'), ('portable', 'pos')]"
the only downside is the remote which requires a line of sight .,"[('remote', 'neg')]"
its not a big deal for me .,[]
the main thing i was looking for was sound quality !,[]
"i read all the reviews herein , and saw all the concerns .",[]
"first , i was looking for an iphone dock and fm tuner , not necessarily an alarm clock - as its for the office .",[]
"i must say : - it works with iphone4 , even with thin case on it .",[]
just push it into the slot - it charges the iphone4 .,[]
"- it allows incoming calls to interrupt the music , and you can answer the call without having to undock it .",[]
- it allows incoming email and txt messages to be read and responded to w\/o undocking it - essentially you can do all iphone apps while its docked .,[]
- sound quality is good .,"[('sound quality', 'pos')]"
- tuner quality is good .,"[('tuner quality', 'pos')]"
"- looks fantastic , esp w\/iphone4 docked !!","[('looks', 'pos')]"
"- setup , from in the box to completely working , and programmed for 20 preset fm stations , was under 5 minutes .","[('setup', 'pos')]"
"- i bought from an amazon prime fullfiller , used like new , and it is just that - like new , not a blemish or issue , and for $ 56 ... i have no qualms about this .",[]
"yes , the buttons are a bit small and close , but they are functional .","[('buttons', 'pos')]"
my only recommendation - include a remote ... buy this !,[]
"i purchased this phone set for work , thinking that inexpensive replacement phones would ease the pain of things being spilled on them or dropped .",[]
"the sound quality has been poor since day one , the base constantly drops calls , and now there seems to be some sort of short circuit in the base -- we can no longer use the ac adapter with the base or it turns off completely .","[('sound quality', 'neg')]"
"when i purchased this set , i never imagined i would be running my business telephones off of 4 aa batteries .",[]
other complaints : you ca n't put line 1 on hold and answer line 2 with the same handset without a `` conference call '' beginning .,[]
the incoming call volume is incredibly low and it is often difficult to hear my customers -lrb- it was so bad i had my hearing tested because i thought something was wrong with me .,"[('volume', 'neg')]"
"yes , i 'm blonde , but this proves to me it 's the phones ! -rrb-",[]
"i got this for use on my truck and i 'm happy with it for the most part , it is loud and super easy to install , however you are going to want an amp for i","[('loud', 'pos'), ('install', 'pos')]"
i will never buy another ge phone again .,[]
period .,[]
these speakers have great sound but they will buzz if you leave them on with the sound turned up .,"[('speakers', 'pos'), ('sound', 'pos')]"
these serve as my primary speakers in my living room -lrb- about 14x22 -rrb- .,[]
"they sit on stands about 8 '' high , and are pretty close to being in the corners on one of the long walls .",[]
"i am sure that if i had spent more and gone with bigger , floor-standing units from klipsch , i would be even more impressed , but frankly , these get the job done and do n't seem to break a sweat .",[]
"most of our listening is at modest volumes , but i have turned them up on some demanding tracks and they do n't flinch .",[]
even the bass is pretty impressive from such rather small drivers .,"[('bass', 'pos')]"
"my only wish would be that these would 've been made in the usa rather than china , but at least the company is still mostly based here .",[]
"i tried to use these with my laptop -lrb- dell inspiron 1720 -rrb- but could n't get rid of the buzzing noise others have mentioned , no matter how far i moved them from the computer or where i plugged them in .","[('noise', 'neg')]"
"i took them to a different room and tested them with my mp3 player , where they worked fine and sounded pretty good .","[('worked', 'pos'), ('sounded', 'pos')]"
"so -- before ordering , consider what you will use them for .",[]
this little speaker has dynamite sound !!,"[('speaker', 'pos'), ('sound', 'pos')]"
i should have ordered two .,[]
"my only complaint , is that the cord is not long enough .","[('cord', 'neg')]"
i use it for my tablet .,[]
these stands are about 3 feet high with my onkyo surrounds attached .,[]
"excellent heavy build quality , and the stands are not imposing and blend fairly well into the rest of my furniture .","[('quality', 'pos'), ('stands', 'pos')]"
wire runs through the body of the stand - giving it a very clean look .,"[('look', 'pos')]"
i used the double sided tape along the base for mine and it seems to be pretty secure .,[]
"i 'm also running in-wall rated insulated 14 gauge speaker wire , and the stands accommodate this thick wire perfectly , even through the groove in the bottom of the base .","[('stands', 'pos'), ('wire', 'pos')]"
"i 'm very happy with these , i 'll probably buy 2 more for the front channels .","[('front channels', 'pos')]"
one thing to consider is that these stands are not height adjustable and the speakers will not angle down .,"[('stands', 'neg'), ('speakers', 'neg')]"
so be mindful of your seating height before purchasing this .,[]
pros : - big crisp screen 1920x1080 resolution - under $ 200 - decent sounding speakers cons : volume adjustment is a little annoying but not really a big problem since windows has volume controls .,"[('speakers', 'pos'), ('volume adjustment', 'neg')]"
"i got mine quick , everything works fine , botta boom botta bing .",[]
i do wish they came with mounting screws for the speakers .,[]
the main problems for me is that the dsub cord from the sub to the control station is too short .,"[('dsub cord', 'neg')]"
"that and for the center speaker , when i mount it on the wall its so top heavy that it falls forward , leaning out about and inch from the wall .","[('heavy', 'neg')]"
"i 'm trying to find some bigger screws to get it flush , but the screws attach at the bottom so there 's no support for the top of the speaker which hangs .",[]
"thats pretty much it , the speakers rock , the control station and remote are nifty , and the sub is powerful .","[('speakers', 'pos'), ('control station', 'pos'), ('remote', 'pos'), ('sub', 'pos')]"
great speakers overall .,"[('speakers', 'pos')]"
"i 'm a college kid , recreational audiophile and bass fanatic , studying engineering .",[]
i started off building a custom sub encloser with dual kicker compvr 12 '' subs driven by a 1200w sony amp .,[]
i have n't stopped searching for great sound since .,[]
"i 'm running a pair of these off an h\/k avr240 , combined with a jbl ec35 center , a jbl s120pii 400w sub , and two sets of e30 surrounds .",[]
i 'm big on trying anything before i buy it .,[]
i was able to listen to these and the e80s -lrb- the dual 6 '' floorstandings -rrb- at a local audio store before they were discontinued .,[]
i loved the sound of these and the polk and klipsich floorstandings of similar characteristics .,"[('sound', 'pos')]"
"with the jbls at a fraction of the price here on amazon , it was no question .",[]
the only issue was what model to get ... i heard very little difference in qualtiy between the e60s and e80s .,[]
"the dual 6 '' put out a bit lower frequencies , but the difference was so small that i would n't be able to notice without the speakers side by side .",[]
"living in a small college apartment the e90s and e100s were beautiful , but a bit overkill for what i needed .","[('e90s', 'pos'), ('e100s', 'pos')]"
i deceided on these over the e60s with the hopes that a single 8 '' would draw less from my amp than the dual 6 '' for a bit less money .,[]
"beautiful home theater and music speaker ... crisp highs , defined mids , and respectable bass .","[('home theater', 'pos'), ('music speaker', 'pos'), ('highs', 'pos'), ('mids', 'pos'), ('bass', 'pos')]"
"they are a bit top heavy , as any tower will be .","[('heavy', 'neg')]"
"and i love extremely low , loud bass , and as such , i suplemented the system with a sweet jbl sub .","[('bass', 'pos'), ('jbl sub', 'pos')]"
"movies sound great : saving private ryan , fifth element , 40 year old virgin , anchorman , etc. .",[]
"music is also fantastic -lrb- with different amp settings tuned for genre -rrb- : ambient , electronica , hip-hop , rap , jazz , 80s , classical , rock .",[]
"ulrich schnauss , bonobo , dj shadow , busta , snoop , e40 , louis armstrong , michael jackson , bach , korn , metallica , hoobastank , 311 .",[]
if you 're looking for a quality tower speaker ... this is it .,"[('quality tower speaker', 'pos')]"
"bass fanatics , look at the s120pii .","[('bass', 'pos')]"
you wo n't regret it .,[]
these a great speakers - full of sound .,"[('speakers', 'pos')]"
the bass is solid and can be quite impressive if turned up .,"[('bass', 'pos')]"
the speakers look nice and are easy to use .,"[('speakers', 'pos'), ('look', 'pos'), ('use', 'pos')]"
"this is a great portable speaker system , but wanted to let people know that if your ipod is in an iskin case you can not dock the ipod without first removing the skin .","[('speaker system', 'pos'), ('portable', 'pos')]"
i spent a lot of time looking online for this information and finally took my ipod and iskin to a store to test it out and learned this .,[]
"if you 're okay with removing the skin each time you want to use the speaker system , then by all means purchase these speakers as they are great !","[('speakers', 'pos')]"
logitech have a way of seeing what is needed in any given area and bringing it to fruition .,[]
hence the logitech portable speakers are the most obvious product for personal use in this kind of area .,[]
"i have a 2 dollar radio about the same size as this unit , and whilst it is not as sturdy , it has lasted .",[]
"most products will last if taken care of , and logitech 's products are no exception to this rule , however , since they are somewhat , in fact a great deal more sturdy , than my old radio .","[(""logitech 's products"", 'pos')]"
"the comparable product in quality is the old style shelf speaker popular in the 80 's , called the brick , but this unit does not have the weight of that product .","[('product', 'pos'), ('quality', 'pos'), ('weight', 'pos')]"
"the speakers perform very well , and with the bass boost , the sound fills outs exceedingly well .","[('speakers', 'pos'), ('perform', 'pos'), ('sound', 'pos')]"
"for a small , portable , unit , this allows you to listen to , as well as share ipod music , and podcasts , in an intimate setting .","[('unit', 'pos')]"
an excellent product with excellent and typically superb logitech production values .,"[('product', 'pos'), ('logitech production values', 'pos')]"
"i have owned my 5500s for a couple of years now and still love them , at least in general .",[]
for the price there 's nothing better .,"[('price', 'pos')]"
i especially love the ` remote ' controller stand with it 's big volume knob and simple selector buttons .,"[('controller', 'pos'), ('volume knob', 'pos'), ('selector buttons', 'pos')]"
i 've tried to find a full-size receiver with something comparable but there 's nothing .,[]
the 5500 is effectively a ` receiver ' in that it has multiple inputs and full dolby and dts processing -lrb- just no radio : - -rrb- the one real problem i 've had was something that i did n't even notice until months after i 'd purchased it .,[]
when i mute the optical input the sub-woofer is not muted ?!,[]
"i have my tv 's tuner connected to the optical and my htpc connected to the coax , and i mostly use the computer to watch recordings .",[]
"so it was only on the rare occasion that i was watching a live broadcast \* and \* hit mute during a commercial \* and \* that the commercial had a 5.1 soundtrack -lrb- with sub-woofer sounds , i.e. , the '' .1 '' part -rrb- that i realized there was something wrong .",[]
i would be interested to know if any other 5500 owners have the same problem as logitech tech support said it was an unknown problem .,[]
they offered to replace my controller but -- important to note -- they were unwilling to cross-ship it .,"[('cross-ship', 'neg')]"
so i would have had to go without surround sound while waiting\/trusting them to send me a replacement asap .,[]
it just was n't worth it and so i 've had to live with the problem -lrb- infrequent as it is -rrb- .,[]
this is not exactlly what i expected but i was plesentlly surprised .,[]
the sound quality is really good .,"[('sound quality', 'pos')]"
the size is small .,"[('size', 'pos')]"
the way i have to put in my i-pod was a little tricky but when it was done the speakers sound really good .,"[('speakers', 'pos')]"
ive only had it a few days so i cant say anymore than that .,[]
i had the klipsh promedia speakers before the corsair 2500 also and i can tell you the klipsh does not compare at all to the corsair .,[]
the klipsh subwoofer is laughable .,"[('klipsh subwoofer', 'neg')]"
the satellites are good but the corsair is more responsive and clean .,"[('satellites', 'pos'), ('corsair', 'pos')]"
the subwoofer of the corsair is miles ahead of the klipsh .,[]
you pay for what you get .,[]
i have sb titanium fatility pro sound card .,[]
do not purchase ... this item will not hold a charge and spontaneously deletes the downloads ... spend the $ $ for the ipod .,[]
"also , amamzon will not refund me , does n't have a phone number for the manufacturer or any other contact info for visul land .",[]
i was n't quite sure what to make of this speaker when it arrived .,[]
"i have no experience with ` speaker bars ' as my home theater system consists of traditional front speakers , center channel , and four rear speakers .",[]
the speaker arived in excellent condition .,"[('speaker', 'pos'), ('condition', 'pos')]"
the styrofoam inserts kept everything secure and undamaged .,[]
"enclosed were the instructions , a wall mounting bracket , and a bracket for placing the speaker on a shelf .",[]
"my inital thought was `` damn , this thing is a beast '' .",[]
i could probably battle orcs in the front yard with this speaker bar .,[]
the build quality is top notch .,"[('quality', 'pos')]"
"very tight joints , excellent black finish , and precise speaker wire hook-ups .","[('joints', 'pos'), ('finish', 'pos'), ('speaker wire hook-ups', 'pos')]"
i chose to place the speaker on my home theater stand on the top shelf directly in front of the tv .,[]
my tv is a 46 '' sony bravia lcd with a sony 7.1 home theater system .,[]
to test the speaker bar i used my new bluray disc of transformers 2 .,[]
initially the sound was low and sounded `` off '' .,"[('sound', 'neg')]"
then i remembered to recalibrate the sony audio since i added different speakers .,[]
after a quick calibration i fired up transformers 2 .,[]
my initial reaction was `` wow '' .,[]
the front sound comes directly from the front of the tv as sound should .,[]
i did n't realize that having front speakers off to the sides of the tv would make so much difference .,[]
"the sound was crisp , clear , and no distortion .","[('sound', 'pos')]"
i cranked the audio up to level 40 during the best decepticon battle .,[]
the speaker bar response was spot-on .,"[('speaker bar', 'pos')]"
the sounds were as the movie directors intended .,"[('sounds', 'pos')]"
i did n't get any wierd sounds from the side speakers like i did with my old front speakers .,"[('sounds', 'pos')]"
i was able to enjoy the transformers even more than my initial viewing .,[]
for a second test i tuned into a show on sciencehd .,[]
"again , the sounds were spot-on and projected from where they should , the front of the tv .","[('sounds', 'pos')]"
very nice since this was a normal cable hd program .,[]
i 'm quite happy with my new speaker bar .,"[('speaker bar', 'pos')]"
i 'm kicking myself for not embracing this technology earlier .,[]
"for those of you looking for excellent sound reproduction , expecially during a raging decepticon battle , look no further .","[('sound reproduction', 'pos')]"
this pinnacle speaker bar is well worth the money .,"[('pinnacle speaker bar', 'pos')]"
"it also has a 10 year warranty , which is just icing on the cake .","[('warranty', 'pos')]"
i recommend it to no one .,[]
save you 're money and keep shopping .,[]
over for the price this is a good unit .,"[('price', 'pos'), ('unit', 'pos')]"
"sound quality is great , bass quality is beyond good .","[('sound quality', 'pos'), ('bass quality', 'pos')]"
build quality is great .,"[('quality', 'pos')]"
the remote control and reciever not so good .,"[('remote control', 'neg'), ('reciever', 'neg')]"
the buttons are confusing and super small .,"[('buttons', 'neg')]"
when left on for 8 + hours you get a unusual humm that does n't go away till cooled off .,[]
still for the price you ca n't find better for the cost .,"[('price', 'pos')]"
i 'm part of the group that has had no luck with these .,[]
"they worked in the beginning ... then something fried inside the sub ... returned them , got new ones ... same thing happened ... now they are unuseable .",[]
they start to go when you hear the light crackling ... then it moves into the bass distortion mode ... now they just hum loudly with intermitent loud crackling .,[]
"i 'm now shopping for new speaker and when i saw that they were still available i just wanted to see what other folks were saying about them ... wow , i 'm not alone !",[]
"they look cool but they have a quality issue for sure ... hit or miss i guess , a gamble for sure !","[('look', 'pos'), ('quality issue', 'neg')]"
"this audio bar has a great sound , even when i turn it up to the highest level on my laptop .","[('audio bar', 'pos'), ('sound', 'pos')]"
it only bother 's me when i want the laptop in my lap so i need the screen down a little but this device pulls it way back down .,[]
other than that the sound is so crisp and clear and i would still purchase this all over again .,"[('sound', 'pos')]"
"if anything sometimes i just lay it behind my laptop when it 's on the table or you could just have it laying next to you , like on the couch or something .",[]
the sound is so good that my boyfriend wants one now !,"[('sound', 'pos')]"
i purchased 4 pairs of theese speakers and installed them in my family room -lrb- i only used 7 -rrb- for a surround sound system .,[]
they were easy to install and ended up using 300 feet of cable .,"[('install', 'pos')]"
for the price of theese speakers the sound that comes out is unbelievable .,"[('price', 'pos'), ('sound', 'pos')]"
billy joel was n't kidding when he said you get more mileage from a cheep pair of speakers .,"[('speakers', 'pos'), ('cheep', 'pos')]"
the frist thing i did was put ice age in the blueray player and the thx sound check was awesom .,[]
my wife who really could care less about thees things was impressed i do n't think i will ever go to the movie theater again .,[]
i highly recomend theese speakers .,"[('speakers', 'pos')]"
"as always , super quick shipping by amazon , items arrived in great shape .","[('shipping', 'pos'), ('shape', 'pos')]"
"assembly of the stands is very straightforward , and well detailed in the instructions .","[('stands', 'pos'), ('instructions', 'pos')]"
"they are very sturdy , and have no trouble balance wise , or handling oddly shaped speakers .","[('speakers', 'pos')]"
"there are a few different mounting methods , including screws , and double back tape .",[]
"black ones are very unobtrusive , and kind of discrete .",[]
i have no problem at all recommending these stands .,"[('stands', 'pos')]"
i 'm a late user to this type of entertainment ... i still use cd 's but was recently given an ipod and do n't know how i lived without it for so long !,[]
my wife and i travel and i thought i might be able to find a portable speaker system so that we could enjoy our music when away from home .,[]
this is my second purchase of this type of speaker and as with the first ... this is n't what you want !,[]
the sound is clear and clean but if your not on top of it you ca n't hear a thing .,"[('sound', 'pos')]"
i 'm sure it would and can be useful in a different setting ; one where you would only need your volume to be at a whisper .,"[('setting', 'pos')]"
i plan on keeping this unit for those times when using my ear buds is n't the best of ideas but this unit would n't fit my need say in a hotel room when i 'm trying to set the mood with a little music .,[]
good quality for a small portable speaker .,"[('quality', 'pos'), ('portable', 'pos'), ('speaker', 'pos')]"
convenience because it works through the usb port .,"[('usb port', 'pos')]"
i wished that they could make the volumn a little bit louder .,"[('volumn', 'neg')]"
"after seeing and hearing the sound of the i-tour pop speaker , i was sold .","[('sound', 'pos')]"
so much so that i 've already ordered 5 of the speakers for all the young adult children in our family for christmas .,[]
"i 've been surprised at how many uses i 've found for it , i 've used it with my laptop in the kitchen , and attached to my iphone 4 , i 've used it in the car , put it on the ledge in the kitchen above the sink and watched movies while doing the dishes , and carried it from room to room while i 've listened to pandora .",[]
its tiny and has really decent sound for something so small .,"[('tiny', 'pos'), ('sound', 'pos')]"
the rechargeable battery is a great feature .,"[('battery', 'pos'), ('feature', 'pos')]"
very good value for the money .,"[('value', 'pos')]"
i am a very pleased customer .,[]
i love this little speaker .,"[('speaker', 'pos')]"
i had purchased a black one some time ago that i was also crazy about so i bought this to have with my other devices .,[]
i was surprised how good the sound was and i especially like to use it when i am listening to audio books .,"[('sound', 'pos')]"
both the black and the white speakers are economically priced and worth it .,"[('speakers', 'pos'), ('priced', 'pos')]"
"the speakers are nice , no question about it ; the sound is good for the size ; the range is what you might expect from speakers this size -lrb- perhaps even better than expected -rrb- .","[('speakers', 'pos'), ('sound', 'pos'), ('size', 'pos'), ('range', 'pos')]"
"however , i am still a little disappointed when you come down to the overall feeling i get from the purchase .",[]
"to start with , i bought these for my wife to use with her ipod .",[]
there are no incompatibility problems and they work fine .,"[('work', 'pos')]"
"i do find the lack of a way to turn them off , short of unplugging them a bit of a shortcoming .",[]
"the range of response seems a little limited to me -lrb- changing the eq setting on the ipod produces a definite change in the sound , but i would expect a little more richness in the changes -rrb- .","[('range of response', 'neg')]"
"the size is a bit more than i expected from bose , a company that excels at putting good sound in small packages .","[('size', 'neg'), ('sound', 'pos')]"
"lastly , i feel that the speakers were over priced for what i got -lrb- unless there is some inherent benefit in the bose label that i do n't know of -rrb- .","[('speakers', 'pos')]"
"bottom line , i have a better set of speakers , in the creative labs i-trigue 2200 2.0 speakers , on my computer -lrb- at least to my ears -rrb- , for less than half the cost .","[('speakers', 'pos')]"
"so think hard and shop around before you jump on the bose name , or better yet , if you can , try them out first .",[]
"this portable speaker is easy to use , powerful enough for everyday use , and available at a pretty decent price .","[('speaker', 'pos'), ('use', 'pos'), ('price', 'pos')]"
it 's been working continuously as background music in my office for the past year without a hitch .,[]
the battery has a great life and the sound quality is very good -lrb- not professional but definitely good enough for the average consumer -rrb- .,"[('battery', 'pos'), ('sound quality', 'pos')]"
i recommend it over its more expensive counterparts .,[]
awesome sound system .,"[('sound system', 'pos')]"
"had a jvc system that was 6 years old and i thought it was good , but the onkyo sound is amazing !","[('onkyo sound', 'pos')]"
"it was easy to install all of the components and directions were easy to understand , even for an old guy like me .","[('install', 'pos'), ('components and directions', 'pos')]"
the only drawback is the speaker wire is very thin .,"[('speaker wire', 'neg')]"
i would think that a quality system like this would have come with at least 18 or 16 guage wire .,[]
i bought this item along with a couple of other external speakers in an effort to find a good set to use in my elderly car -lrb- speaker system died -rrb- .,[]
"this set is not my preferred to use in my car -lrb- i use the jbl on tour - great sound for a small , compact speaker -rrb- , but i was very impressed with the phillip speaker sound and use them very regularly around the house .","[('sound', 'pos'), ('speaker', 'pos'), ('phillip speaker sound', 'pos')]"
"for the price , the sound is great and their portability -lrb- pack down to a large egg-shape -rrb- is quite good .","[('price', 'pos'), ('sound', 'pos'), ('portability', 'pos')]"
you ca n't go wrong with these if what you are looking for is a good sound in a small package !,"[('sound', 'pos')]"
for what a pain in the ass setting clocks are is im walking on freaking sunshine .,[]
the soft orange glow at the base is a nice nightlight .,"[('base', 'pos')]"
and the sound well there is no complaints about that .,"[('sound', 'pos')]"
it 's loud and the quality is good .,"[('quality', 'pos')]"
a + + + + + + product and very well built for apple users in mind ... ... oh yeah theres a usb port in the back for you droid people .,"[('product', 'pos'), ('built', 'pos')]"
i was unsure myself about this system but i did enough research to take the plunge and am i glad i did .,[]
"my basement flooded recently ruining 2 sets of floor speakers leaving us listening to our bose docking box for iphone which we all know is great for travel , outside etc. .",[]
"however , the bose station did not fill the 3 room basement as we wanted so i started searching new speakers .",[]
"the thought of buying 2 new sets of floor speakers for 300-500 $ a pair just did not make sense , plus if we flood again would i need to put them up on blocks etc. .",[]
i have yet to here bookshelf speakers i like thus i turned to wireless options and found sonos .,[]
"the sound is great , not as good as my $ 1000 each klipsch r7s , but come on , for the size and price , you will not beat these units .","[('sound', 'pos'), ('size', 'pos'), ('price', 'pos')]"
"i turned them up loud , acdc thunderstruck , wow , we rocked out , no distortion , had to back them down , lol .",[]
"the s5 can be run solo by itself , acts as both left and right in one room , or you can `` pair '' 2 s5 units and have one be left and one right as i did in a very large room .",[]
"the only connection the s5 units require is an electrical outlet , rest is wireless unless you need to connect it to a router -lrb- no bridge -rrb- or you have something to input via jack in back -lrb- ipod -rrb- .",[]
"remember , the music comes from any online source you can think of and your music libraries on your home network -lrb- i tunes , windows media player etc. -rrb- .",[]
"at this point , someone geekier than me is probably thinking of my many mistakes , omissions and lay speak but i do n't care , i do n't need your corrections , just move on .",[]
