text,labs
"even though it is running snow leopard, 2.4 ghz c2d is a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel.",[]
seriously why haven't they just replaced it by now.,[]
there is no number pad to the right of the keyboard which is a bummer.,[]
"it is a big big, but since it has a 18.4"" screen what would you expect!",[]
i have never had an experience like this.,[]
we haven't had any problems with it at all.,[]
returned it to walmart.,[]
i love everything about it.,[]
all was well.,[]
he said quite a number of people had encountered this problem and said it is a common issue.,[]
not worth it one bit.,[]
"first of all, they had no record of me having the 3 year warranty i'd paid almost $400 for, and i had to call in, spend hours on their online chat service, and fax in multiple documents.",[]
"i hate to say this, but if i could take this back to the shop and get my money back, then i would.",[]
it makes doing schoolwork at night so much easier.,[]
"being only 2 months old, i am not a happy camper!",[]
"such as pages, numbers, and so on.",[]
its hard to encounter a problem on a mac that would require such abrupt action.,[]
i loved it.,[]
you have to toss out the wifi card and replace it just to have any sort of network capability.,[]
the place we bought it from said that after they send it out to gateway 4 times they would give us a new one.,[]
"i tried giving it 0 stars but i had to choose at least one, but imo no stars",[]
they need to stop outsoucing and send some complaint calls to us based customer service agents for those who live in the united states.,[]
then after paying for it to be examined i was told it was same problem cited on website but i'd have to pay anyways since it was past warrenty.,[]
and having to deal with the company has been a even worse nightmare.,[]
i decided to get this pile of crap on a whim and totally freaking regret it.,[]
never been hacked.,[]
it's so bad that i'm thinking i only got half a battery or something.,[]
i think it was seventy nine plus tax.,[]
"in summary, take your money elsewhere.",[]
so this was great for me.,[]
another problem.,[]
"the ""time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",[]
pay attention to the specs if you want these options.,[]
"stupidly, mind-numbingly slow--then i found it can only be loaded with 2gb *maximum*.",[]
it also does not have bluetooth.,[]
i can do pretty much 75% of what i do on my desktop on my kitchen table.,[]
"during that time, i had to send it back 3 times.",[]
i left the place angrily.,[]
very annoying.,[]
my main reason to convert was the imovie program.,[]
it may take a little getting used to but you don't have to worry about viruses or other headaches.,[]
"it is so great, i can hardly ever take my hands off it!",[]
i remind myself from time to time to take off my watch when ever i look at the small scratch that it has caused.,[]
"not only are the versions of these programs able to be saved, worked on and opened on both a pc and mac, the versions of these programs on a mac are graphically and functionally superior.",[]
by air sounds more like by truck to me.,[]
so far it has been five months since the last problem was fixed and i am praying it has finally stopped.,[]
it's outstanding too.,[]
so i'm disappointed in that because communicating with my relatives out of the area is a priority.,[]
"some problems can be fixed if you purchase new software, but there is no guarentee.",[]
just chill and enjoy.,[]
i should have sent it back to them then.,[]
don't waste your money or time.,[]
this is starting off good.,[]
moral of the story:-do not buy anything from companies that do not respect their customers.,[]
each time taking about 1 day or so.,[]
second hdd cover has walls inside that need to be broken if you what to install one.,[]
"so a couple of years later, i was a dumb college girl and had to have the wireless internet.",[]
"in my line of work, i often have to take work home, and this makes it so easy.",[]
"they told me to reprogram the computer, and i didn't need to do that, and i lost pictures of my oldests first 2 years of her life.",[]
i hate it.,[]
i will have to purchase spy ware or nortell for privacy protection.,[]
you will not regret buying such a great thing like this!,[]
plus stylish.,[]
"unless you don't care how long it takes to get going, find something else.",[]
(you may be reading one now!,[]
this is the first apple product that i have purchased.,[]
this causes my wrist to scrape up against it.,[]
enough said.,[]
i do not plan on going back.,[]
"called tech support and got the usual acer ""we don't support software but for $$$ we can help you"" i explained there was no software involved in booting.",[]
i would never tell anyone to buy one either.,[]
i can't say enough good for it!,[]
comfterbale to use light easy to transport.,[]
"it crashes, and when it goes flat, it just dies (like a pc, maybe worse) and i loose all my open documents!",[]
i also like that you can scroll down in a window using two fingers on the trackpad.,[]
i am now making a point to avoid their products and i hope my experience can serve as a warning to you as well.,[]
""" then i proceed to tell her that i checked out other retail stores that carry the netbook and it wasn't like that.",[]
then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,[]
what a mistake!,[]
"three years is a decent life, but this must make it to graduation and beyond.",[]
then it ceased charging at all.,[]
"i am not much of a computer techie, so i can understand some of the internal problems, though i do have trend micro as an antiviral program.",[]
i like it!,[]
so we got a good deal on hsn for an ascer notebook and we bought it for him.,[]
its still going.,[]
i have not had a problem with the applications quitting or freezing.,[]
i challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,[]
this wiped out several programs that were installed on the computer when it was bought.,[]
the computer blinks it shuts off at will.,[]
"i have vista, so i am unable to install and uninstall some programs.",[]
"i can do everything i could before, only faster and more efficiently.",[]
here we are another year later and the computer is doing the same thing.,[]
two times with in one month.,[]
"if it's not shipped on the next business day, called on a friday they are closed on weekends, what was the next step.",[]
"c'mon, lg.",[]
"if you faintly come close to touching this thing while typing, all craziness may break loose.",[]
finally was able to reach a young lady in california and ordered the machine and was subsequently given a delivery date.,[]
take your time and go through the tutorials patiently.,[]
"when i got it, i immediately noticed that it was quite heavy and thick and not really attractive.",[]
they only stay charged a little over an hour.,[]
"the 4 usb ports are nice, but the two on the side only work now and then.",[]
i could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,[]
i try to use it today and i can't logon.,[]
"when i am next to my router on my hp i get full service, on my eee pc i get 3 bars.",[]
i got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,[]
the letter a stopped working after the first week.,[]
this is what i call a good after sales service.,[]
i took off a star because the machine has a lot of junk software on it.,[]
i would buy one of these for every person in my office if i could.,[]
tried to make a recovey disk wouldnt get passed the first recovery disk.,[]
however the frozen screens kept happening.,[]
"honestly, i spent more time waiting for it to unfreeze then actually doing what i got on there for!",[]
no i am generous calling it slow.,[]
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",[]
"i called back to ensure that received it, they had.",[]
"now, the next issue i had freaked me out.",[]
they replaced my hard drive as well as my mother board.,[]
i fell in love with it.,[]
"it was just one problem after another for me, and that's reason we had forked out so much money was so we wouldn't have anything to worry about.",[]
as a graphic arts a retired instructor i still love to play with the graphic with photos and clip art .....,[]
couldnt not use it.,[]
"i sent it back and found this time that the battery was faulty, so i got a new one and some other fixes they found.",[]
they didn't even try to assist me or even offer a replacement.,[]
the people there just changed for me on the spot and i got a new arm piece and they didn't even request for a receipt.,[]
i take it everywhere with me because it's so easy to carry.,[]
the first fell apart right after the 1-year-warranty.,[]
oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all i use the old word processer which works good.,[]
"they went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",[]
"while there are occasions that my computer will freeze or will need to be manually shut down, this occurs far less frequently than on pc computers and laptops that i've used.",[]
bought with a credit card.,[]
""" i've had it now about 2 months and absolutely love it.",[]
i did not take the class and wish that i would have.,[]
it would be a load on long trips where a lot of walking is required.,[]
not good for a person who gets online daily.,[]
"i can't even remember how i finally got it taken care of, but i was done with sony after that!",[]
so it was only about 2 weeks ago.,[]
there is nothing better.,[]
"it is known as safari, and if you are doing any website work, you should know that many hosting companies do not support it.",[]
i spent eight hundred dollars from a giant paper weight that looks good on a bus.,[]
i have used a couple of others on the job as well.,[]
i am also upset with cr for giving a good rating.,[]
"those moments in thime where you want to throw something against the wall? yeah, i wanted to throw that lap top out the window and light it on fire.",[]
i don't really have a complaint.,[]
i'm pretty sure it's not newegg's fault but when you turn on a computer you just bought you want it to at least get to desktop.,[]
if i have a problem with any of my apple items i make an appointment at one of my local stores and they work on correcting it right there.,[]
"so i called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, i just chose to hide the message.",[]
enough said.,[]
my son said it popped up and he clicked update.,[]
i lost two items i was working on until i figured out what was happening.,[]
later it held zero charge and its replacement worked for less than three months.,[]
"the second issue i had with it occured a month later and it kept overheating, even if on for less than an hour!",[]
good luck with your purchase options.,[]
very disappointed!,[]
they are asking me to ship the unit back to fix it at their site.,[]
unless you need the bluetooth 3.,[]
that is pretty sad when they name them specifically.,[]
"however, if i sound enthusiastic about this, i am!",[]
you will fall in love with it in no time.,[]
"on 3 july 2004, i purcased this model at best buy for about $150",[]
i went with him and we picked this one.,[]
best thing is i can use existing 32 bit old programs.,[]
"mom, dad, brother, sister, you name it!",[]
i have to keep turning it until it decides to lower and there is no mute.,[]
after that i turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,[]
"u can do what u want in just few seconds, even to start up your computer takes few seconds.",[]
it's the most wonderful thing in the entire world.,[]
"so i'd pop them off to see what the problem was, well guess what? the darn thing wouldn't go back on.",[]
getting the apple care plan is a must.,[]
"so far, i have no complaints.",[]
his was worth $36.,[]
"i am constantly trying to uninstall programs, clean cookies, and delete unused files.",[]
"the dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",[]
i think that if it is the motherboard again so soon that they should replace it.,[]
"the computer loads in about a 1/10th of the time that my pc did, and i have all of the programs that were on my pc.",[]
i made the right decision.,[]
"overall, it's ok.",[]
i am very happy!,[]
i occassionaly use it for work via vpn and it has not given me any problems.,[]
i sent it back and they lost it.,[]
"do you think i purposely ""destroy"" my netbook, so that i can demand a new set? do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? or rather no solution.",[]
ok first.,[]
"so if you move laptop a lot, it might get loose, however it sits pretty tightly.",[]
another satisfied customer.,[]
highly recommended!,[]
"the cool thing about the mac book was that i went on my honeymoon and shot a bunch of pictures and movies with my iphone, then i came back and put them onto my macbook and made a pretty good dvd movie with all the pictures and videos from my trip.",[]
"for two months, when you guessed it.",[]
"as it turns out, i just didn't know any better.",[]
what can i say.,[]
what's also interesting is this survey changed my ratings the first time i submitted it in case it doesn't keep what i put here are my aratings,[]
"now i had not tried to use this since the disc drive had been replaced and after taking it back to the geek squad i found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",[]
she can't tell the difference between it and her regular desktop system.,[]
it doesn't bother me though.,[]
it was okay for over a week before the blue screens started occuring again.,[]
english must have been his third or fourth language.,[]
battery is not upgradable to a longer life battery.,[]
i am just one of the million customers.,[]
it has times were it freezes for 10 seconds and then starts again.,[]
i am taking back today.,[]
"my parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",[]
"-complied to their protocol, called number, made ""case"", got an email address to send complaint.",[]
but after i got used to it i love it.,[]
"after 4 days, being denied 6 times and told off once, i managed to get through and was able to send them a scanned copy of the receipt.",[]
they are closed at 9pm eastern.,[]
the machine has a bluray player the book has no mention of it or how to connect it to your hdtv.,[]
i will be patient for few months.,[]
this apple navigates you thru the unexplored world of the internet.,[]
this was purchased for my daughter and i was pleasantly surprised.,[]
it was always getting froze up.,[]
"my information was all lost (my fault, i know, but i never thought i would need to back up my information on a brand new mac, the paragon of all computers!",[]
but no one could tell me when my part would be shipped nor could they tell me where to buy it on their website!!!,[]
i got the blue screen of death the first month i got it.,[]
"i had of course bought a 3 year warranty, so i sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.",[]
"apparently there is a manufacturing defect, something with the amount of thermal paste.",[]
now when i order i did not go full scale for the webcam or full keyboard i wanted something for basics of being easy to carry when i use crutchs or wheelchair and with a backpack laptop bag.,[]
"otherwise, all other features are a 1",[]
"so in late march, early april 2009 i was without it again for a couple weeks while i had online courses i had to complete and my fiance was in afghanistan and web conferencing was the best communication method we had.",[]
i pondered very long over this decision.,[]
this thing sucks!,[]
"okay, let's just start out by saying i am in no way a computer techy.",[]
it was a waste of money from day one!,[]
but in fact it is totally the opposite.,[]
it's a joke.,[]
i started hainv problems with it within the first month.,[]
"i'm honestly afraid that it will burn me, it's that hot!",[]
but i don't see it as a problem.,[]
i think this will happen to any new version of computer/phone released and i need to wait for the next set of updates to have all of this fixed.,[]
"they're absolutely useless, unless you count the joy of releasing anger while smashing into little peices against the wall.",[]
was a great deal i will give that.,[]
"-apparently, contactus@euro.apple.com is not a good address to send complaints.",[]
"it doesn't have a lot of frills, but i didn't need any, and being able to buy what i needed, and not more than i needed was very important.",[]
i am a college student and it has been very useful.,[]
"but, at the same time they (the company) would not and could not do anything about my problem.",[]
just a black screen!,[]
"eventually my battery wouldn't charge, so unless i had it plugged in it wouldn't even power on.",[]
recently there are a few incidents that annoy the hell out of me.,[]
without having to have extra equipment and/or complicated routes to take to be able to do so.,[]
my first problem was with the pre-loaded norton firewall/security program.,[]
"i had a usb connect but, i can't use it because it is not compatible.",[]
"i know that everyone thinks macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that best buy offers).",[]
i was psyched.,[]
it is easily portable and i take it everywhere i go and might require internet access.,[]
"but enough about that, i am an apple convert for life.",[]
"help, help, other than that gets a great little wonder.",[]
now i know!,[]
"even set at the highest level, the computer sacrifices its queen every time.",[]
"that included the extra sony sonic stage software, the speakers and the subwoofer i got (that was worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the docking port.",[]
i can't begin to say how disappointed i am.,[]
"it takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",[]
"easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",[]
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,[]
it is as good as new.,[]
"and it didn't show up on the reciept, i don't know how we ordered it online!",[]
back then my entire family was devoted to the sony name.,[]
"when i got my laptop back after this first instance it worked okay for a little bit then i started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",[]
"so, i took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",[]
i managed to comply with these too and now have to wait and see if they can find another way to screw me.,[]
i looked at the computer and it said updating but the asked for a product key.,[]
i got what i paid for.,[]
"just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.",[]
however i dealt with this problem for over a year and it was more of a hastle then i have ever had with anything.,[]
"i got the first ""blue screen of death"" in the early part of july.",[]
"-4 ram slots, 2 hdd bays*, 16gb ram support -no wireless issues, at least for me.",[]
"in fact, somehow (and i never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",[]
it seems to be incompatible with everything else.,[]
i have tried to charge on different batteries with no luck.,[]
"it want take it, it keep saying error.",[]
highly recommend for daily use.,[]
"second, it gets scratches easily and when it gets old some thing may operated",[]
i am really heartbroken to have to post a terrible review.,[]
it has been nothing but trouble from the time we bought it.,[]
"so, i went back.",[]
"i like it so much, i bought another just for my wife.",[]
i took it back to the store and exchanged it for another one.,[]
hard disk - the new editions gives you more hard disk space (500gb instead of 320gb) but time has taught me never to trust an internal hard disk.,[]
"i don't have that additional money right now, and therefore wouldn't have purchased it at this time.",[]
"it was about six months later when the overheating problem started again, to the point it felt like fire on the bottom of the machine!",[]
there is a blank lighted screen when i start and that is all.,[]
"but then, something goes wrong.",[]
i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,[]
they also use two totally different operating systems.,[]
i'm definitely not hard on laptops and guarantee 100% that no liquid has touched this machine in my presence.,[]
this ain't it.,[]
"i am a wife, mom and a school teacher and a college student.",[]
you just get a trial version either way.,[]
to be honest i think it was faulty equipment or something but idk.,[]
you pay for what you get for.,[]
"i also bought one for my wife, and 3 for my office.",[]
i am a full mac convert now.,[]
"though you get a polite person, you often don t get a solution.",[]
-i propose that i can just swap the hard drives.,[]
after much battling with hp i was able to return it 4 times for repairs.,[]
go for it!,[]
the mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,[]
it took several weeks just to get them to acknowledge that i owned the warranty.,[]
so don't get it.,[]
every driver on the drivers/applications dvd is everything you will need for a reload.,[]
they sent it off and within 2 weeks i had it back good as new.,[]
the awesomest of the awesomest.,[]
"i'm glad it waited, this one is great.",[]
"(for those old enough to remember, it is similar to beta versus vhs.",[]
"if so, you may be having similar problems.",[]
"some days it's just blurry, some days it appears that it's raining on my nice desktop background of a lake and mountains.",[]
i can see why the have soooo much money.,[]
i'll wait and save up for a new one.,[]
they are not.,[]
"it makes sorting out all those photos on my digital camera a breeze, and organizing them by place, time taken, or sending them to an online print shop, or uploading them to flickr or facebook etc, is not hard at all.",[]
many of my classmates computers hard drives crashed.,[]
love it love it love it!,[]
the notebook is lacking a hdmi port and a s-video port that would enable one to hook it to a tv.,[]
you may soon mistake my digitus medius as a lively pogo stick.,[]
i had meant to purchase the nb205 and bought this one by accident (long story).,[]
"most of my papers could not be saved and when they could be, half the time, the papers were then erased.",[]
"exactly that, users.",[]
they will not let you down.,[]
"almost 4 years ago i bought what was then the current, up to date hp pavilion--if i recall correctly, it was the dv 1300 t.",[]
"it's not a recommendation, it' a plea.",[]
"-when i started worrying for not hearing anything from them, i tried to call.",[]
"i think the manual is somewhere on the hard drive, but i rather have a hard copy.",[]
"got another 1, and same issue.",[]
later it held zero charge and its replacement worked for less than three months.,[]
the company sent me a whole new cord overnight and apologized.,[]
"the rep did not even answer my question, i had to ask him, if he understood what i ask or if he spoke english because he didn't even try to acknowledge my question.",[]
they don't crash.,[]
"this notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.",[]
i love this little one.,[]
"1st hand experience is very important, especially for a new customer.",[]
can't reinstall with standard os cd because of proprietary hardware drivers.,[]
"however, this will be my last as well.",[]
"there is a small red circle next to it with a x in the middle, and when i click on it it says: "" consider replacing your battery"" and it does not hold full charge.",[]
the first programm i switched on was a game for my children.,[]
on two occasions the computer s calendar told me it was 1969.,[]
it came alot faster than i thought it would have which was really exciting.,[]
"then to make matters worst, there is noone that they can transfer you to.",[]
it is sleek and lightweight and charges quickly when needed.,[]
but if you are in the computer field you probably wouldn't be here.,[]
the great 18 month same as cash financing and advance protection plan which includes accidents like spills .,[]
( the ibook backup also uses a firewire connection).,[]
"i did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before i purchased.",[]
(3dmark6 score is only 8500).,[]
my friends are in awe every time they come over!,[]
"the first one i had was a 2006 model, not the pro.",[]
2nd mac book i have purchased from macconnection.,[]
most of the large bags are for a 17 inch.,[]
"i took it home and within 30 min, it was freezing up and did the ""blue screen of death"".",[]
i would tell the technician i knew exactly what was wrong with it but they did not listen and i had to go through a bunch of junk to get them to tell me i needed to send the computer in.,[]
"then i've fixed the dc jack (inside the unit), rewired the dc jack to the outside of the laptop, replaced the power brick.",[]
more relieved than anything.,[]
summary: spend your money elsewhere,[]
"i am able to organize my pics, music and files easily.",[]
the motherboard is dead !,[]
i was starting to boil.,[]
back she goes!,[]
"it was not clear that the microsoft student edition that was loaded on the computer, was a six month trial.",[]
not the day received.,[]
it still seems to be a little lose now but so far seems to be hanging in there.,[]
this process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,[]
i could save ten essay papers and have hardly any memory left.,[]
took a while to clean it up to my specs.,[]
they are so realistic i am just speechless.,[]
there are differences that you need to know and take time to learn.,[]
it is amazing.,[]
the cool thing about this is anyone can use it.,[]
"the most recent being that my safari internet browser is freaking out on me, but i have just been using firefox instead.",[]
i know what 7 hrs of battery looks like.,[]
"the dvd drive randomly pops open when it is in my backpack as well, which is annoying.",[]
there was a little difficulty doing the migration as the firewire cable system can't be used with the ibook.,[]
don't waste your money!,[]
-managed to send complaint email.,[]
"however, they were kind enough to send a replacement free of charge.",[]
"i do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",[]
i thought it would be a simple job.,[]
i hate it!,[]
i can leave my macbook uncharged for upwards of eight hours and it won't even be dead.,[]
"i love this 13"" mac white unibody.",[]
the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon!,[]
when i am at starbucks between clients i get full bars on my hp and 1 bar on my eee pc.,[]
and inconvenient!,[]
"it bluescreened on me without any warning, running simply basic chrome.",[]
one bad thing is it gets hot.,[]
i'm stuck w/ a broken computer.,[]
hope this helps!,[]
apparently they're not special anymore .,[]
few viruses to catch;,[]
"it started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",[]
"we didn't because it was already over 2,400 dollars!",[]
if you shop around in the current market you can find a much better deal.,[]
"they're not safe, they're not durable, they just a worthless.",[]
i have had no luck with staples or hp to resolve this problem.,[]
i just took the broken cords into the apple store and they gave me new ones.,[]
you just lose a customer.,[]
"i ve had several calls lasting more than an hour with promises to call back, but the return calls never came.",[]
"apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",[]
the computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan.,[]
i hate it!,[]
returned it.,[]
it is a cheap throw together.,[]
i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,[]
can't wait until i go on vacation and take it with me.,[]
i had it four months when my disc drive refused to open.,[]
"i really don't like it, but i am stuck.",[]
"the guy then said that if i insist on having the hinge tightened, they can do it for me but i have to accept the condition after the ""repair"".",[]
-stay away from machouse amsterdam.,[]
these new problems were the final straws;,[]
"luckly i had a student task force able to help, or else it would have crashed within the first year.",[]
"that seemed to solve the problem, till i wrote an article with semicolons in it.",[]
winters is on it's way and i imagine it will be cozy.,[]
will certainly use macconnection again.,[]
"she told me flatly, ""it's like that one.",[]
should be there by the end of the week (again...).,[]
"my friend just had to replace his entire motherboard, so did my wife, and it looks like i will have to as well.",[]
they transfer you around to other people who do not understand what you are saying and you can't understand what they are saying.,[]
i have had it 9 months and it is already a $250 loss.,[]
i was wrong!,[]
so this review might be a tad bit bias.,[]
"this was around three years, maybe four years ago.",[]
there's literally no way to make it sing with vista.,[]
"first, it does not have a push button to open the lid.",[]
hope this helped!,[]
"i used to build my own desktops from the component parts, and recently my 7 year old pentium 4 with ht 1 gb ram sata desktop stopped working (this was a rock star 7 years ago).",[]
) and printing from either word processor is an adventure.,[]
very satisfied.,[]
do not buy it!,[]
-estimated time to fix it: 10 working days or less.,[]
"after purchasing this thing, i find out that i need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",[]
"yes, i thought the expese was a little much, but i now realize you get what you pay for.",[]
i will not buy another one.,[]
i have found a lot of online sources to help me but think that i would have learned a lot quicker if i would have taken the class.,[]
she tells me about it all the time but i tend to shut off all cognitive functions when she gets that yapper going.,[]
i could not even put my entire music collection on this garabage.,[]
"its small enough where i can take it pretty much anywhere, but still has a big enough screen to get everything done.",[]
you may just lose 1 customer for now.,[]
"my power supply cord developed exposed wires within the first year of ownership, so it was covered by the applecare warranty plan.",[]
"many thanks, overstock.com.",[]
but i am glad to have gotten mine right before they stopped making it.,[]
"startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",[]
you know what? i happened to buy a defective blood pressure monitor a week ago at the bukit batok polyclinic nhg pharmacy a week ago.,[]
everything was so easy.,[]
"to list a few: they tend to get hot enough to cause 3rd degree burns, as well as ignite any flamable material if near the part that happens to heat up.",[]
got this for a graduation gift for my daughter for her to use at college.,[]
i love it!,[]
now that i have it i see that i really needed this for much more.,[]
"after numerous calls to applecare tech support, i was directed to send in my computer;",[]
"it is easy to find documents, and keep them in one area.",[]
i would have to say that overall its great!,[]
"there are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",[]
it's the inside that is truly wonderful.,[]
returning this as soon as i get out of work,[]
"either way the entire thing was just a joke, a complete rip off!",[]
"i have never really been big on downloading anything so i wasn't too worried about getting a virus, plus i thought i was protected by norton.",[]
"he came into my house, fiddled around on the computer for a good forty minutes and got ready to leave before it was even done doing what he was doing to it.",[]
dismantle the whole thing? then it will not be a newly manufactured set like before.,[]
it wouldn't fit in most 17-inch bags.,[]
"i was very worried about making the two compatible- but literally, it was so simple i was almost worried that i was doing something wrong.",[]
note that i don't ordinarily take the time to write a review.,[]
the neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,[]
buyer beware.,[]
it has served my needs quite nicely for the most part.,[]
so we exchanged it for the same on and after 2 hours it didn't work.,[]
do not buy you will be disappointed.,[]
we don't mind and you don't matter.,[]
"also, i issued a replacement rma for a few dead pixels in the upper zone of the screen, which is noticable to me.",[]
i was getting extrememly frustrated when i would want to do these simple taks that i would have to wait and wait and wait for things to download or virus that would clog up my pc.,[]
enjoy your sitdown,[]
this is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.,[]
i can use it for all of my needs.,[]
either way i'm furious.,[]
a lot of help they weren't!,[]
it allows you to automatically upload photos to your facebook account with one click.,[]
took it back as it was defective.,[]
now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,[]
"i am not one to throw things like this around but it is a laptop so carrying it around does seem to mean it will be jerked possibly a little, while driving a car and carrying it into where ever you are using it.",[]
we decided we would try to trade-in our old ones.,[]
"so far, so good!",[]
it took a little over 2 weeks until i got it back.,[]
we did not even have it a year.,[]
"i have had to call with a few questions or issues and they have helped me for free, even without the warranty.",[]
so you out of of notebook and money.,[]
was searching online for a power supply when i found this site.,[]
the one thing i wish it had was a detailed hardcopy manuel.,[]
"i edit and burn to dvd a lot of video, so i obviously could not live with a non-functioning drive.",[]
you will need them if you want to reload the os (i recommend doing if you can to start fresh and optimal).,[]
i have a friend who has the other model and we put them side by side with the same dvd in (battle of the smithsonian) after on hour mine was at 53% life left and his was at 69% life left.,[]
the latest is on my lg netbook x12,[]
purchased as a gift for a friend.,[]
i've never had problems with viruses.,[]
"after they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",[]
i am going to go back and return at store i bought from!,[]
"applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",[]
i respond that i do not have the old computer and this way i would lose the data on my hard drive.,[]
again in february my computer completely failed to the point that it could not load windows so i contacted acer to get it fixed thru my warrenty and it took about 3 days fighting on the phone with agents and it seemed as though none of them spoke english.,[]
i have owned it only two months!,[]
from the moment i opened the box to the present it has been a great joy.,[]
i am a freelance graphic artist.,[]
"no waiting to have my claim reviewed by someone in another state (or more often, another country).",[]
"then just the other day, my left ""mouse"" button snapped!",[]
the only time i have restarted is during system updates.,[]
i should have realized that trouble was brewing .,[]
"they break down just as often as pcs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a mac, they don't exist.",[]
thank you.,[]
they click.,[]
a seventy dollar mouse!,[]
i have the a65 - right now it's a paperweight.,[]
"but when i received my replacement, i made both recovery dvds (4), and a driver/application dvd.",[]
"in addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",[]
"so then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",[]
"the lesson learned here is: it does not pay to by this loyal to any brand, since all of them are there to simply to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",[]
the large screen gives you the option to comfortably watch movies or tv shows on your computer instead of buying an additional tv for your dorm room.,[]
"he didn't work for sony, he was just approved to fix their crappy products.",[]
"bought for my daughter to take for starting college this fall - she has been on it non-stop ever since ""learning how to use it"".",[]
*6th week*-they are not responding to my emails asking when they expect to dispatch the new unit...,[]
"all of the programs (keynote, pages, numbers) have an option to save your documents as microsoft compatible, which really eliminates the need for the actual.",[]
i can't honestly say i was heartbroken.,[]
will not every buy another--------lou,[]
it's very annoying.,[]
i'm hoping that i can find a really quick way to clean it without it getting too gross.,[]
my only other complaint is that it gets really hot.,[]
i've only had mine a day but i'm already used to it...,[]
and that was the fourth time ive sent it to them to get fixed.,[]
"for me, five stars is not enough.",[]
i am glad i did my research.,[]
5 months dead again.,[]
"also, you won't have to worry about them going onlne a getting a virus.",[]
very happy.,[]
